fixed_tag,label,generation,member,b_bkg_percent,d_bkg_percent
c_eff_0.50,anchor_copy_lr_recenter_100gen_1mval_20260816_105629,31,lr_6e-6,0.4948798631106238,0.05069114329443176
c_eff_0.80,anchor_copy_lr_recenter_100gen_1mval_20260816_105629,31,lr_6e-6,2.642123067799347,1.1224180902913217
