manifest,experiment,status,metric,mode,seed,backend,strategy,confidence_aware_selection,selection_uncertainty_sigma,anchored_weight_source,dynamic_controller_mode,samples_per_epoch,samples_per_epoch_val,generations_completed,checkpoint_baseline_metric,start_generation_metric,start_generation_member,best_metric,best_member,best_generation,final_generation_metric,final_generation_member,improvement_vs_checkpoint_abs,improvement_vs_checkpoint_percent
runs/pbt/guarded_resume_8gpu_iutgpu01_20260802/manifest.json,guarded_resume_8gpu_iutgpu01_20260802,completed,validation_working_point_mistag_percent,min,12345,local_weaver,anchored_lr_sweep,,,,,2400000,150000,19,1.0367279700736196,1.0617655565024415,member_06,1.0367279700736196,initial_resume,-1,1.0586303586751025,member_07,0.0,0.0
