generation,samples_seen,tier,member,dataset,suffix,status,rank,population_size,metric_name,metric_value,controller_objective_mistag_percent,validation_working_point_mistag_percent,btag_c_mistag_percent_at_0p80,btag_d_mistag_percent_at_0p80,btag_c_mistag_percent_at_0p90,btag_d_mistag_percent_at_0p90,ctag_b_mistag_percent_at_0p50,ctag_d_mistag_percent_at_0p50,ctag_b_mistag_percent_at_0p80,ctag_d_mistag_percent_at_0p80,btag_c_mistag_percent_at_0p80_err_low,btag_c_mistag_percent_at_0p80_err_high,btag_c_mistag_percent_at_0p80_passed,btag_c_mistag_percent_at_0p80_total,btag_d_mistag_percent_at_0p80_err_low,btag_d_mistag_percent_at_0p80_err_high,btag_d_mistag_percent_at_0p80_passed,btag_d_mistag_percent_at_0p80_total,btag_c_mistag_percent_at_0p90_err_low,btag_c_mistag_percent_at_0p90_err_high,btag_c_mistag_percent_at_0p90_passed,btag_c_mistag_percent_at_0p90_total,btag_d_mistag_percent_at_0p90_err_low,btag_d_mistag_percent_at_0p90_err_high,btag_d_mistag_percent_at_0p90_passed,btag_d_mistag_percent_at_0p90_total,ctag_b_mistag_percent_at_0p50_err_low,ctag_b_mistag_percent_at_0p50_err_high,ctag_b_mistag_percent_at_0p50_passed,ctag_b_mistag_percent_at_0p50_total,ctag_d_mistag_percent_at_0p50_err_low,ctag_d_mistag_percent_at_0p50_err_high,ctag_d_mistag_percent_at_0p50_passed,ctag_d_mistag_percent_at_0p50_total,ctag_b_mistag_percent_at_0p80_err_low,ctag_b_mistag_percent_at_0p80_err_high,ctag_b_mistag_percent_at_0p80_passed,ctag_b_mistag_percent_at_0p80_total,ctag_d_mistag_percent_at_0p80_err_low,ctag_d_mistag_percent_at_0p80_err_high,ctag_d_mistag_percent_at_0p80_passed,ctag_d_mistag_percent_at_0p80_total
3,80000,control,lr_14e-6,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val5k_tail,completed,4,4,validation_working_point_mistag_percent,1.1476950149604104,1.1476950149604104,1.1476950149604104,0.1668752607425949,0.06298551494618129,3.3375052573435866,0.31492757473090643,0.5649717514124294,0.041990342221289105,3.1596569051142294,1.5326475131720665,0.049460379450174646,0.07024583293891602,8,4794,0.0273484749269465,0.04831279670976264,3,4763,0.24983648181710685,0.26929946191518794,160,4794,0.07141521979385068,0.09227377245268373,15,4763,0.09856007442578885,0.11924418666369148,27,4779,0.020993701546624947,0.04196683742310633,2,4763,0.24339841196848594,0.2629968819132675,151,4779,0.16810103781113028,0.188448373037378,73,4763
3,80000,control,lr_3e-6,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val5k_tail,completed,1,4,validation_working_point_mistag_percent,1.0881584242562736,1.0881584242562736,1.0881584242562736,0.18899622976515282,0.06276150467336475,3.254934974310072,0.3138075413981654,0.5214852047590935,0.06276150467336475,3.108051822837347,1.192468611633629,0.0533376772994073,0.07425348825045679,9,4762,0.0272512229625944,0.04814109474411451,3,4780,0.2474985977889973,0.26712701059550537,155,4762,0.07116150208814637,0.09194635566213473,15,4780,0.09420570271667042,0.11484324799724589,25,4794,0.0272512229625944,0.04814109474411451,3,4780,0.2410186579296321,0.26057734333887855,149,4794,0.14710828770664128,0.16752557755426845,57,4780
3,80000,control,lr_6e-6,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val5k_tail,completed,3,4,validation_working_point_mistag_percent,1.109709506619656,1.109709506619656,1.109709506619656,0.16736401673640167,0.04175365344467641,3.3263598512182826,0.2713987404739605,0.5035669453358318,0.06263048176311534,3.2102391030767508,1.2943632609082287,0.04960517193378195,0.07045128612883048,8,4780,0.020875373680074177,0.04173041285626091,2,4790,0.24976718951503668,0.2692918245986442,159,4780,0.06549612541394854,0.0862552993870688,13,4790,0.09266159364186966,0.1134278756085412,24,4766,0.02719433834479813,0.04804066250252428,3,4790,0.24567914742176822,0.26530984211684194,153,4766,0.15344998701593837,0.17378212508448976,62,4790
3,80000,control,lr_9e-6,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val5k_tail,completed,2,4,validation_working_point_mistag_percent,1.098829089337277,1.098829089337277,1.098829089337277,0.16680567139282734,0.06276150467336475,3.148457082599197,0.3138075413981654,0.5042016936025333,0.06276150467336475,3.1092436376765216,1.4225940786822424,0.04943976378243364,0.07021658026298695,8,4796,0.0272512229625944,0.04814109474411451,3,4780,0.24254806627455466,0.26208175105773557,151,4796,0.07116150208814637,0.09194635566213473,15,4780,0.09277817706231797,0.11357036287173933,24,4760,0.0272512229625944,0.04814109474411451,3,4780,0.24189099176602258,0.26158885200652654,148,4760,0.16140609254366844,0.18172711570105804,68,4780
3,80000,monitor,lr_14e-6,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val50k_tail,completed,1,4,validation_working_point_mistag_percent,1.0844999837824254,1.0844999837824254,1.0844999837824254,0.18399999640625006,0.07800000076171876,3.3639999240307636,0.2119999968945313,0.5880000122021487,0.07199999859375003,2.943999942500001,1.2339999988702393,0.018195055988739096,0.02018765613673616,92,50000,0.011526437055627167,0.01352327711882593,39,50000,0.07970482081957747,0.08157022351152482,1682,50000,0.019597563594981507,0.021589043765378152,106,50000,0.03321760263126847,0.035194043102459126,294,50000,0.01103850796111245,0.013035588019511294,36,50000,0.07465935292494154,0.07654155528089464,1472,50000,0.04840533681590049,0.050355937803880924,617,50000
3,80000,monitor,lr_3e-6,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val50k_tail,completed,4,4,validation_working_point_mistag_percent,1.1062499992966275,1.1062499992966275,1.1062499992966275,0.186000003178711,0.07800000076171876,3.416000081834719,0.2179999950769044,0.6179999851007084,0.07000000085449219,3.013999927565767,1.25,0.018298640498242997,0.020291160647840055,93,50000,0.011526437055627167,0.01352327711882593,39,50000,0.08030475228599787,0.08216807501954387,1708,50000,0.019885761057873055,0.0218770012330696,109,50000,0.034073930588247786,0.03604917108343793,309,50000,0.010871397397403768,0.01286855745420266,35,50000,0.07552651482681458,0.07740591723876672,1507,50000,0.048720604947048024,0.05067056594782807,625,50000
3,80000,monitor,lr_6e-6,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val50k_tail,completed,3,4,validation_working_point_mistag_percent,1.0952499875069057,1.0952499875069057,1.0952499875069057,0.18199999600097666,0.07800000076171876,3.3800000631790175,0.2179999950769044,0.5999999816894537,0.07000000085449219,2.983999862492682,1.25,0.018090905588142768,0.020083585734539902,91,50000,0.011526437055627167,0.01352327711882593,39,50000,0.0798899590453088,0.08175472175005541,1690,50000,0.019885761057873055,0.0218770012330696,109,50000,0.03356273971494754,0.035538700195738,300,50000,0.010871397397403768,0.01286855745420266,35,50000,0.07515623782294416,0.07703684021089681,1492,50000,0.048720604947048024,0.05067056594782807,625,50000
3,80000,monitor,lr_9e-6,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val50k_tail,completed,2,4,validation_working_point_mistag_percent,1.0877500142442043,1.0877500142442043,1.0877500142442043,0.18000000439453137,0.07800000076171876,3.3660000532871255,0.21600000527343763,0.5960000083666993,0.07000000085449219,2.956000090209964,1.239999950805666,0.017986179985518026,0.019978940130315186,90,50000,0.011526437055627167,0.01352327711882593,39,50000,0.07972798972778819,0.08159331242133597,1683,50000,0.019790142708457595,0.02178146288205414,108,50000,0.03344808712986139,0.03542420760745185,298,50000,0.010871397397403768,0.01286855745420266,35,50000,0.07480880388073714,0.07669052624629004,1478,50000,0.04852380932178924,0.05047417031456957,620,50000
5,120000,control,lr_14e-6,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val5k_tail,completed,2,4,validation_working_point_mistag_percent,1.0834399732202389,1.0834399732202389,1.0834399732202389,0.19015422640516128,0.062009096231804416,3.2748784650606257,0.22736668331487414,0.5666317075469333,0.02066969822240595,3.1269674461103167,1.1988424628697896,0.05366430080707956,0.07470775064391359,9,4733,0.02692456515751017,0.0475643630105099,3,4838,0.24899232030547586,0.2687325490707604,155,4733,0.05895113118436226,0.07952258533586196,11,4838,0.09884903709449985,0.1195932117947088,27,4765,0.012774297255835603,0.03343118103421031,1,4838,0.2424645806082544,0.26213433827877786,149,4765,0.1466928690786351,0.16686280398382214,58,4838
5,120000,control,lr_3e-6,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val5k_tail,completed,4,4,validation_working_point_mistag_percent,1.1224751708636762,1.1224751708636762,1.1224751708636762,0.2305113189583601,0.062111801242236024,3.5205364176704754,0.2484472049689441,0.5280946328563404,0.041407867494824016,3.168567860969512,1.1801242627487174,0.059765871807038747,0.08062046585019396,11,4772,0.02696915504496845,0.047643089302371794,3,4830,0.2572030220969204,0.2766790177128012,168,4772,0.062062156541840025,0.08265894925350678,12,4830,0.0953973536390462,0.11629361778495595,25,4734,0.020702504674366694,0.04138501021462967,2,4830,0.24485544988561736,0.2646364138529457,150,4734,0.14559286967401347,0.16580395465699752,57,4830
