generation,samples_seen,tier,member,dataset,suffix,status,rank,population_size,metric_name,metric_value,controller_objective_mistag_percent,validation_working_point_mistag_percent,btag_c_mistag_percent_at_0p80,btag_d_mistag_percent_at_0p80,btag_c_mistag_percent_at_0p90,btag_d_mistag_percent_at_0p90,ctag_b_mistag_percent_at_0p50,ctag_d_mistag_percent_at_0p50,ctag_b_mistag_percent_at_0p80,ctag_d_mistag_percent_at_0p80,btag_c_mistag_percent_at_0p80_err_low,btag_c_mistag_percent_at_0p80_err_high,btag_c_mistag_percent_at_0p80_passed,btag_c_mistag_percent_at_0p80_total,btag_d_mistag_percent_at_0p80_err_low,btag_d_mistag_percent_at_0p80_err_high,btag_d_mistag_percent_at_0p80_passed,btag_d_mistag_percent_at_0p80_total,btag_c_mistag_percent_at_0p90_err_low,btag_c_mistag_percent_at_0p90_err_high,btag_c_mistag_percent_at_0p90_passed,btag_c_mistag_percent_at_0p90_total,btag_d_mistag_percent_at_0p90_err_low,btag_d_mistag_percent_at_0p90_err_high,btag_d_mistag_percent_at_0p90_passed,btag_d_mistag_percent_at_0p90_total,ctag_b_mistag_percent_at_0p50_err_low,ctag_b_mistag_percent_at_0p50_err_high,ctag_b_mistag_percent_at_0p50_passed,ctag_b_mistag_percent_at_0p50_total,ctag_d_mistag_percent_at_0p50_err_low,ctag_d_mistag_percent_at_0p50_err_high,ctag_d_mistag_percent_at_0p50_passed,ctag_d_mistag_percent_at_0p50_total,ctag_b_mistag_percent_at_0p80_err_low,ctag_b_mistag_percent_at_0p80_err_high,ctag_b_mistag_percent_at_0p80_passed,ctag_b_mistag_percent_at_0p80_total,ctag_d_mistag_percent_at_0p80_err_low,ctag_d_mistag_percent_at_0p80_err_high,ctag_d_mistag_percent_at_0p80_passed,ctag_d_mistag_percent_at_0p80_total
23,480000,control,lr_9e-6,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val5k_tail,completed,4,4,validation_working_point_mistag_percent,1.106403824613864,1.106403824613864,1.106403824613864,0.25120367790150483,0.04186728072011723,3.4749842137457825,0.25120367790150483,0.48097031298517834,0.04186728072011723,3.0531157634291834,1.256018389507524,0.06275016817643705,0.08357427714072302,12,4777,0.020932179397847108,0.04184391347875119,2,4777,0.2553972409622428,0.27487192313061026,166,4777,0.06275016817643705,0.08357427714072302,12,4777,0.09021848876832701,0.11092475249180099,23,4782,0.020932179397847108,0.04184391347875119,2,4777,0.23914268645797432,0.2587734136789189,146,4782,0.15123378863829365,0.17163729704281258,60,4777
23,480000,monitor,lr_14e-6,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val50k_tail,completed,1,4,validation_working_point_mistag_percent,1.034500004306021,1.034500004306021,1.034500004306021,0.1920000075000003,0.07400000180664067,3.225999976741257,0.2020000022192383,0.557999993699341,0.064,2.8260000107803345,1.1340000417013565,0.018606088111257617,0.020598368265654594,96,50000,0.011203324610580531,0.013200324670579348,37,50000,0.07808737523863907,0.07995829782018876,1613,50000,0.019107983742976033,0.02109986390537279,101,50000,0.032338770304735434,0.03431641075192643,279,50000,0.0103552826863133,0.012352682738312273,32,50000,0.07317168412046375,0.07505860638201863,1413,50000,0.04638503850278638,0.04833963941076828,567,50000
23,480000,monitor,lr_3e-6,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val50k_tail,completed,2,4,validation_working_point_mistag_percent,1.049499998300629,1.049499998300629,1.049499998300629,0.1920000075000003,0.07800000076171876,3.2940000329219057,0.2119999968945313,0.557999993699341,0.07000000085449219,2.8459999242207354,1.1460000295523078,0.018606088111257617,0.020598368265654594,96,50000,0.011526437055627167,0.01352327711882593,39,50000,0.07888905577315419,0.0807572584091032,1647,50000,0.019597563594981507,0.021589043765378152,106,50000,0.032338770304735434,0.03431641075192643,279,50000,0.010871397397403768,0.01286855745420266,35,50000,0.07342618281603111,0.07531230509358611,1423,50000,0.04663221398824111,0.04858633490582281,573,50000
23,480000,monitor,lr_6e-6,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val50k_tail,completed,4,4,validation_working_point_mistag_percent,1.064500014411736,1.064500014411736,1.064500014411736,0.18999999768066408,0.07600000259765634,3.343999978569336,0.21600000527343763,0.5539999947589112,0.07000000085449219,2.8880000987109407,1.178000036848451,0.018504147852544686,0.02049650800534169,95,50000,0.011365939057076106,0.013362859118674898,38,50000,0.07947271109885815,0.08133891377480537,1672,50000,0.019790142708457595,0.02178146288205414,108,50000,0.03221979693486679,0.03419759737885797,277,50000,0.010871397397403768,0.01286855745420266,35,50000,0.07395747656856085,0.07584191887971513,1444,50000,0.047284880308042475,0.04923772125122374,589,50000
23,480000,monitor,lr_9e-6,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val50k_tail,completed,3,4,validation_working_point_mistag_percent,1.0505000041261674,1.0505000041261674,1.0505000041261674,0.1920000075000003,0.07800000076171876,3.2940000329219057,0.2119999968945313,0.5600000068359375,0.07000000085449219,2.850000027179718,1.1479999600610364,0.018606088111257617,0.020598368265654594,96,50000,0.011526437055627167,0.01352327711882593,39,50000,0.07888905577315419,0.0807572584091032,1647,50000,0.019597563594981507,0.021589043765378152,106,50000,0.03239809462512637,0.03437565507391745,280,50000,0.010871397397403768,0.01286855745420266,35,50000,0.07347696554494375,0.07536292782569891,1425,50000,0.04667327961341908,0.048627320532600854,574,50000
23,480000,full,lr_14e-6,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val1000k,completed,1,4,validation_working_point_mistag_percent,1.0568737274676194,1.0568737274676194,1.0568737274676194,0.18565790423456172,0.059930516594176246,3.4089438742223717,0.20010356923016795,0.5406325770724799,0.05902552688316613,2.8048004646135536,1.1958953868904785,0.004261607622339401,0.0043615364928624965,1851,996995,0.0024044094321655604,0.0025048433638311736,596,994485,0.01812653989704399,0.018220002771766886,33987,996995,0.0044313913954664805,0.004531543426623862,1990,994485,0.007288479408177045,0.007387532260624916,5399,998645,0.0023858236293022557,0.0024862593809854864,587,994485,0.016474998426358953,0.01656951680323142,28010,998645,0.01085124282168698,0.010949392226780943,11893,994485
23,480000,full,lr_3e-6,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val1000k,completed,2,4,validation_working_point_mistag_percent,1.06596370732279,1.06596370732279,1.06596370732279,0.18776422250381253,0.06073495523540207,3.4277002174478706,0.20161188604449268,0.5481427332362553,0.061237724142441996,2.828232131588575,1.2122857883834697,0.004285949585731345,0.004385874230902471,1872,996995,0.0024208125233855576,0.0025212448372577065,604,994485,0.018174715968466426,0.018268141217436806,34174,996995,0.004448215049997683,0.004548364047792354,2005,994485,0.007338997642497309,0.0074380354542275505,5474,998645,0.002431009261618549,0.0025314405643698016,609,994485,0.01654189251198701,0.016636363961820833,28244,998645,0.01092479058856198,0.01102290703111422,12056,994485
23,480000,full,lr_6e-6,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val1000k,completed,4,4,validation_working_point_mistag_percent,1.0778120617698823,1.0778120617698823,1.0778120617698823,0.19037205862446194,0.06174050027591793,3.461602175491467,0.20462852129915132,0.5579560500634784,0.06314826313369401,2.8531661672377844,1.2298827580331033,0.004315897841840745,0.004415817255623675,1898,996995,0.002441164169020326,0.0025415944606506824,614,994485,0.01826142327780167,0.018354780518725633,34512,996995,0.004481673513913971,0.004581816444983221,2035,994485,0.00740448091559355,0.007503499074119208,5572,998645,0.0024693796667474397,0.0025698071272392607,628,994485,0.016612743672712524,0.016707165187363274,28493,998645,0.011003181164651044,0.011101262217971808,12231,994485
23,480000,full,lr_9e-6,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val1000k,completed,3,4,validation_working_point_mistag_percent,1.0696119670601987,1.0696119670601987,1.0696119670601987,0.18866694779393017,0.060634397748770344,3.4477604333637477,0.20181300357403884,0.5504458471936593,0.06143883573406284,2.8313366093992376,1.214799661674142,0.0042963398161094835,0.00439626265041548,1881,996995,0.002418768110470644,0.0025192006265669893,603,994485,0.018226079350055352,0.018319464357578058,34374,996995,0.004450453414747918,0.00455060200809424,2007,994485,0.007354419332203897,0.007453452531447358,5497,998645,0.0024350762155184147,0.0025355071138213176,611,994485,0.016550731854416897,0.016645197087420197,28275,998645,0.010936025211435822,0.011034136598383516,12081,994485
23,480000,full_holdout,lr_14e-6,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val_holdout,completed,1,4,validation_working_point_mistag_percent,1.0578334068964572,1.0578334068964572,1.0578334068964572,0.18577593997477784,0.059287800948735085,3.416897050178637,0.19925810893790102,0.5407753759728094,0.05886203420349795,2.802536848349833,1.1992740966054665,0.004384198440526344,0.004489961573420748,1750,941995,0.002458763671563341,0.0025650786399581955,557,939485,0.018667862011553793,0.01876676498541452,32187,941995,0.004548058419478291,0.004654075415784454,1872,939485,0.0074974125524373235,0.007602238354915015,5103,943645,0.002449736893872848,0.002556052768646689,553,939485,0.01694026135029003,0.017040293487402547,26446,943645,0.011178547827895083,0.011282435966578769,11267,939485
23,480000,full_holdout,lr_3e-6,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val_holdout,completed,2,4,validation_working_point_mistag_percent,1.0669230437074209,1.0669230437074209,1.0669230437074209,0.18736830669209284,0.05971356441141538,3.4379162249228994,0.2007482848206961,0.5480874477804867,0.06088442053000066,2.825638739396741,1.2150273611050342,0.0044031373640225895,0.004508897116084921,1765,941995,0.0024677580534933135,0.0025740721155091814,561,939485,0.01872332280204725,0.018822181148923922,32385,941995,0.004565196034822874,0.004671209858802573,1886,939485,0.00754800935622163,0.007652819661210265,5172,943645,0.002492328362207086,0.0025986399316807788,572,939485,0.017008141135589974,0.017108124309620984,26664,943645,0.01125118132357418,0.01135503592623599,11415,939485
23,480000,full_holdout,lr_6e-6,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val_holdout,completed,4,4,validation_working_point_mistag_percent,1.0786934981408136,1.0786934981408136,1.0786934981408136,0.19034071964684732,0.06088442053000066,3.4709313603144896,0.2036221982994862,0.5586846971831928,0.06290680746569882,2.849800498528104,1.2323772831586888,0.004438274779468743,0.0045440282206445385,1793,941995,0.002492328362207086,0.0025986399316807788,572,939485,0.018810056241989892,0.018908844492948607,32696,941995,0.004598067427658481,0.004704075133580123,1913,939485,0.0076207330061667244,0.007725520851026117,5272,943645,0.0025342172036024995,0.0026405244677760436,591,939485,0.017078811764065227,0.017178743729001633,26892,943645,0.011330613402354105,0.011434431070072616,11578,939485
23,480000,full_holdout,lr_9e-6,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val_holdout,completed,3,4,validation_working_point_mistag_percent,1.070120509661487,1.070120509661487,1.070120509661487,0.1884298722071919,0.05971356441141538,3.4542645693844087,0.20064183589239235,0.5503128678458109,0.06109730521504879,2.8293478352376327,1.2171562270979954,0.004415718393536408,0.004521475891710691,1775,941995,0.0024677580534933135,0.0025740721155091814,561,939485,0.018766328811018612,0.018865152448020034,32539,941995,0.004563974045628319,0.004669988096202803,1885,939485,0.0075633402057359925,0.007668145794097539,5193,943645,0.0024967701961229574,0.0026030813124071676,574,939485,0.017019011048640884,0.017118986361626745,26699,943645,0.011260959119206715,0.011364809189973527,11435,939485
25,520000,control,lr_14e-6,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val5k_tail,completed,1,4,validation_working_point_mistag_percent,1.0691855665167185,1.0691855665167185,1.0691855665167185,0.1677500524218914,0.041981528127623846,3.4388761681738798,0.2518891687657431,0.45804706556609376,0.041981528127623846,2.9564854923069843,1.1964735286439079,0.049719533545559705,0.07061355868081258,8,4769,0.020989295116723355,0.04195803319515878,2,4764,0.25426508658255714,0.2737875704086998,164,4769,0.06292126179743338,0.08380189593436274,12,4764,0.08765356533874764,0.10827885798907053,22,4803,0.020989295116723355,0.04195803319515878,2,4764,0.23478578528478533,0.25437092869449485,142,4803,0.14759990612927282,0.16808407252942495,57,4764
25,520000,control,lr_3e-6,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val5k_tail,completed,2,4,validation_working_point_mistag_percent,1.07420362010169,1.07420362010169,1.07420362010169,0.18955350108231994,0.062253578003877624,3.201348028567449,0.2697655012667486,0.4613126589202612,0.04150238638721727,2.977563435252046,1.3903298713336005,0.0534948597498922,0.07447209559061278,9,4748,0.027030707842324083,0.04775176444830715,3,4819,0.2457821159124289,0.26549096074882717,152,4748,0.06510232862031837,0.08573728069022836,13,4819,0.08827743412384276,0.1090483722185346,22,4769,0.02074975758849585,0.04147942464808624,2,4819,0.23643702604373812,0.2561529323621917,142,4769,0.15886969167438567,0.1790396792495017,67,4819
25,520000,control,lr_6e-6,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val5k_tail,completed,4,4,validation_working_point_mistag_percent,1.092465677393471,1.092465677393471,1.092465677393471,0.21061500120257773,0.062253578003877624,3.222409355293176,0.2697655012667486,0.48228140534222913,0.04150238638721727,2.977563435252046,1.4733347563998933,0.05686201987033851,0.07783038584389607,10,4748,0.027030707842324083,0.04775176444830715,3,4819,0.2465968038050874,0.2662967787743227,153,4748,0.06510232862031837,0.08573728069022836,13,4819,0.09046398500010093,0.11122613116332417,23,4769,0.02074975758849585,0.04147942464808624,2,4819,0.23643702604373812,0.2561529323621917,142,4769,0.1637658099184494,0.183901355679136,71,4819
25,520000,control,lr_9e-6,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val5k_tail,completed,3,4,validation_working_point_mistag_percent,1.0820900667601843,1.0820900667601843,1.0820900667601843,0.21061500120257773,0.062253578003877624,3.222409355293176,0.2697655012667486,0.48228140534222913,0.04150238638721727,2.977563435252046,1.3903298713336005,0.05686201987033851,0.07783038584389607,10,4748,0.027030707842324083,0.04775176444830715,3,4819,0.2465968038050874,0.2662967787743227,153,4748,0.06510232862031837,0.08573728069022836,13,4819,0.09046398500010093,0.11122613116332417,23,4769,0.02074975758849585,0.04147942464808624,2,4819,0.23643702604373812,0.2561529323621917,142,4769,0.15886969167438567,0.1790396792495017,67,4819
25,520000,monitor,lr_14e-6,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val50k_tail,completed,1,4,validation_working_point_mistag_percent,1.0319999953369905,1.0319999953369905,1.0319999953369905,0.1920000075000003,0.07400000180664067,3.223999948345948,0.2020000022192383,0.5539999947589112,0.064,2.8099999914245606,1.1360000166406252,0.018606088111257617,0.020598368265654594,96,50000,0.011203324610580531,0.013200324670579348,37,50000,0.07806365593863093,0.0799346585185802,1612,50000,0.019107983742976033,0.02109986390537279,101,50000,0.03221979693486679,0.03419759737885797,277,50000,0.0103552826863133,0.012352682738312273,32,50000,0.07296737827280353,0.07485494052155914,1405,50000,0.046426327965215335,0.048380848874797315,568,50000
25,520000,monitor,lr_3e-6,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val50k_tail,completed,2,4,validation_working_point_mistag_percent,1.0479999802006161,1.0479999802006161,1.0479999802006161,0.1920000075000003,0.07800000076171876,3.287999955347901,0.2119999968945313,0.557999993699341,0.07000000085449219,2.8399998569946363,1.1460000295523078,0.018606088111257617,0.020598368265654594,96,50000,0.011526437055627167,0.01352327711882593,39,50000,0.0788186889535053,0.0806871315846544,1644,50000,0.019597563594981507,0.021589043765378152,106,50000,0.032338770304735434,0.03431641075192643,279,50000,0.010871397397403768,0.01286855745420266,35,50000,0.07334993576622283,0.07523629803897793,1420,50000,0.04663221398824111,0.04858633490582281,573,50000
25,520000,monitor,lr_6e-6,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val50k_tail,completed,4,4,validation_working_point_mistag_percent,1.0624999898015886,1.0624999898015886,1.0624999898015886,0.1920000075000003,0.07800000076171876,3.3379999339133466,0.21600000527343763,0.5560000169677739,0.07000000085449219,2.8739999287376423,1.1760000244042974,0.018606088111257617,0.020598368265654594,96,50000,0.011526437055627167,0.01352327711882593,39,50000,0.07940292844483346,0.08126937111598079,1669,50000,0.019790142708457595,0.02178146288205414,108,50000,0.03227933793455802,0.0342570583801491,278,50000,0.010871397397403768,0.01286855745420266,35,50000,0.07378084951500004,0.07566585181495479,1437,50000,0.04724435940165802,0.049197280343239204,588,50000
25,520000,monitor,lr_9e-6,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val50k_tail,completed,3,4,validation_working_point_mistag_percent,1.0482499719288647,1.0482499719288647,1.0482499719288647,0.18999999768066408,0.07800000076171876,3.287999955347901,0.2119999968945313,0.5600000068359375,0.07000000085449219,2.8399998569946363,1.1479999600610364,0.018504147852544686,0.02049650800534169,95,50000,0.011526437055627167,0.01352327711882593,39,50000,0.0788186889535053,0.0806871315846544,1644,50000,0.019597563594981507,0.021589043765378152,106,50000,0.03239809462512637,0.03437565507391745,280,50000,0.010871397397403768,0.01286855745420266,35,50000,0.07334993576622283,0.07523629803897793,1420,50000,0.04667327961341908,0.048627320532600854,574,50000
