fixed_tag,label,generation,member,c_bkg_percent,d_bkg_percent
b_eff_0.80,anchor_copy_lr_recenter_100gen_seed4_20260819_111523,61,lr_14e-6,0.1866720231571749,0.05620796838521341
b_eff_0.90,anchor_copy_lr_recenter_100gen_seed4_20260819_111523,61,lr_14e-6,3.165395488480667,0.1826758941184472
