fixed_tag,label,generation,member,b_bkg_percent,d_bkg_percent
c_eff_0.50,anchor_copy_lr_recenter_25gen_50kval_20260820_032015,14,lr_9e-6,0.4739241215199994,0.058172191675667305
c_eff_0.80,anchor_copy_lr_recenter_25gen_50kval_20260820_032015,14,lr_9e-6,2.6306805284241426,1.0912299981684066
