fixed_tag,label,generation,member,c_bkg_percent,d_bkg_percent
b_eff_0.80,anchor_copy_lr_recenter_25gen_50kval_20260820_032015,14,lr_9e-6,0.18052351378265735,0.0641900024071251
b_eff_0.90,anchor_copy_lr_recenter_25gen_50kval_20260820_032015,14,lr_9e-6,3.008725215898048,0.20059376194292886
