fixed_tag,label,generation,member,b_bkg_percent,d_bkg_percent
c_eff_0.50,anchor_copy_lr_recenter_50gen_50kval_20260820_032015,44,lr_6e-6,0.4904818338883461,0.05410171148175421
c_eff_0.80,anchor_copy_lr_recenter_50gen_50kval_20260820_032015,44,lr_6e-6,2.697650237808225,1.074019170462113
