generation,training_chunk,samples_seen,epoch_fraction,trial,LR,optimization_metric_name,optimization_metric_value,optimization_metric_mode,controller_objective_mistag_percent,validation_working_point_mistag_percent,ctag_score,btag_score,total_mistag_score,group_score_warning,btag_c_mistag_percent_at_0p80,btag_d_mistag_percent_at_0p80,btag_c_mistag_percent_at_0p90,btag_d_mistag_percent_at_0p90,ctag_b_mistag_percent_at_0p50,ctag_d_mistag_percent_at_0p50,ctag_b_mistag_percent_at_0p80,ctag_d_mistag_percent_at_0p80,btag_c_mistag_percent_at_0p80_err_low,btag_c_mistag_percent_at_0p80_err_high,btag_c_mistag_percent_at_0p80_passed,btag_c_mistag_percent_at_0p80_total,btag_d_mistag_percent_at_0p80_err_low,btag_d_mistag_percent_at_0p80_err_high,btag_d_mistag_percent_at_0p80_passed,btag_d_mistag_percent_at_0p80_total,btag_c_mistag_percent_at_0p90_err_low,btag_c_mistag_percent_at_0p90_err_high,btag_c_mistag_percent_at_0p90_passed,btag_c_mistag_percent_at_0p90_total,btag_d_mistag_percent_at_0p90_err_low,btag_d_mistag_percent_at_0p90_err_high,btag_d_mistag_percent_at_0p90_passed,btag_d_mistag_percent_at_0p90_total,ctag_b_mistag_percent_at_0p50_err_low,ctag_b_mistag_percent_at_0p50_err_high,ctag_b_mistag_percent_at_0p50_passed,ctag_b_mistag_percent_at_0p50_total,ctag_d_mistag_percent_at_0p50_err_low,ctag_d_mistag_percent_at_0p50_err_high,ctag_d_mistag_percent_at_0p50_passed,ctag_d_mistag_percent_at_0p50_total,ctag_b_mistag_percent_at_0p80_err_low,ctag_b_mistag_percent_at_0p80_err_high,ctag_b_mistag_percent_at_0p80_passed,ctag_b_mistag_percent_at_0p80_total,ctag_d_mistag_percent_at_0p80_err_low,ctag_d_mistag_percent_at_0p80_err_high,ctag_d_mistag_percent_at_0p80_passed,ctag_d_mistag_percent_at_0p80_total,validation_accuracy,validation_auc,validation_loss,best_so_far,training_loss,validation_shutdown_warning,validation_dataset,validation_suffix,validation_sample_count,evaluation_type
0,0,480000,,lr_14e-6,1.4e-05,validation_total_reference_mistag_geomean_percent,0.43397651572760193,min,1.0227007776957178,1.0227007776957178,0.585182292953631,0.32184093481788417,0.43397651572760193,,0.20496744559258379,0.07406221388700865,3.1810142917148485,0.22218663161730415,0.5343296790312209,0.07005884789285101,2.7600337128751704,1.134953398954754,0.019297861760593678,0.02129906873552202,102,49764,0.011212740595715143,0.013211417021894292,37,49958,0.07773336140082139,0.07961496435920992,1583,49764,0.02009254725992035,0.022085293846650512,111,49958,0.03169536003077601,0.03368261151512255,266,49782,0.010880534570269825,0.012879371262380035,35,49958,0.07248138692773701,0.07437922218285972,1374,49782,0.04642382454702644,0.048380030501476295,567,49958,0.88913,0.9715597547966608,0.29406,0.43397651572760193,0.30006,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val50k_tail,150000,proxy
0,0,480000,,lr_3e-6,3e-06,validation_total_reference_mistag_geomean_percent,0.4353585533641092,min,1.0680203096255019,1.0680203096255019,0.6342650441436499,0.29882944320728344,0.4353585533641092,,0.1868708193870263,0.06415139729762238,3.3516186009820474,0.1984683870894279,0.577675269564457,0.08018924348222572,2.866312204580759,1.2188765546204499,0.01838424283006712,0.020386056412368455,93,49767,0.010379772954849235,0.012381891857188786,32,49882,0.07974508159388285,0.08161971515189478,1668,49767,0.01895344703960384,0.020950180660861968,99,49882,0.032964210096886847,0.03494681298286846,288,49855,0.011712531803758437,0.013714007687461411,40,49882,0.07378937795571167,0.07568017094730026,1429,49855,0.04816111887778994,0.050116940438294996,608,49882,0.88782,0.9708679377305508,0.3,0.43397651572760193,0.30678,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val50k_tail,150000,proxy
0,0,480000,,lr_6e-6,6e-06,validation_total_reference_mistag_geomean_percent,0.44573023655911975,min,1.0611037153893412,1.0611037153893412,0.6017125921131747,0.33018329080552206,0.44573023655911975,,0.1989389960683928,0.07806557470156976,3.3538301418549734,0.22819168742418536,0.5463822104301843,0.07206053366314163,2.8383753229043887,1.1729852560678935,0.018998350822354345,0.020999800074156163,99,49764,0.01153612443422266,0.01353464059447077,39,49958,0.07977318949549325,0.08164784718350873,1669,49764,0.02037447782933309,0.02236698401716672,114,49958,0.03205987395965629,0.03404664124059542,272,49782,0.011047785505402346,0.013046542064547036,36,49958,0.07348761255248741,0.07538230048546209,1413,49782,0.04720263974032808,0.049157323168433006,586,49958,0.88831,0.9711427880641771,0.29706,0.43397651572760193,0.30284,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val50k_tail,150000,proxy
0,0,480000,,lr_9e-6,9e-06,validation_total_reference_mistag_geomean_percent,0.4262407966710293,min,1.032247720844567,1.032247720844567,0.5959249313498026,0.3048726562509071,0.4262407966710293,,0.19263955580027425,0.07020640528892824,3.216679456782864,0.19858384170647322,0.5520204009004361,0.07020640528892824,2.7922193981620245,1.165426302826607,0.01866801483039779,0.020666905587361784,96,49834,0.010903444840371417,0.012906485462715216,35,49853,0.07810498757371553,0.07998251624330432,1603,49834,0.018964463030463757,0.020962353517225973,99,49853,0.03221800684438392,0.03420315195680739,275,49817,0.010903444840371417,0.012906485462715216,35,49853,0.07287135721602937,0.07476656699870014,1391,49817,0.047097410770374944,0.049056514298538405,581,49853,0.8884,0.9713295169054175,0.29557,0.4262407966710293,0.30094,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val50k_tail,150000,proxy
1,1,960000,,lr_14e-6,1.08e-05,validation_total_reference_mistag_geomean_percent,0.4121011852217694,min,0.9990794694245615,0.9990794694245615,0.5577657217906147,0.30447799179193796,0.4121011852217694,,0.18470928636534537,0.07014871579126201,3.1822196584222047,0.20844189682126107,0.5039958373585992,0.06614021467150145,2.7027027027027026,1.074277443263616,0.018265138903751775,0.020265391497313254,92,49808,0.01089448745339802,0.012895884438455607,35,49894,0.07771386014879741,0.07959375254881565,1585,49808,0.01944433727138846,0.021440190888110743,104,49894,0.03075307306161911,0.032740744654757674,251,49802,0.010552259366753509,0.012553817029154141,33,49894,0.07172093176214187,0.07362030719323329,1346,49802,0.045181184402485336,0.04714233171310839,536,49894,0.88959,0.9719492648267488,0.29196,0.4121011852217694,0.29902,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val50k_tail,150000,proxy
1,1,960000,,lr_3e-6,7.2000000000000005e-06,validation_total_reference_mistag_geomean_percent,0.4098384849609592,min,1.012112453895472,1.012112453895472,0.5750657790916255,0.29208412300313913,0.4098384849609592,,0.17065532519817952,0.06614154435823204,3.154111755209818,0.20443749399112363,0.5401280991061216,0.06413725372296715,2.7488304226941254,1.1484577368832085,0.01752081067098036,0.01952162757891207,85,49808,0.010552470810824735,0.012554068536286633,33,49893,0.077376579320634,0.07925760034939444,1571,49808,0.019248010505117596,0.021244064640033943,102,49893,0.031864724206078464,0.03385090491024954,269,49803,0.010377485068837353,0.012379163136191224,32,49893,0.07232117251059003,0.0742186574358282,1369,49803,0.04673167535504709,0.048689888458847835,573,49893,0.88885,0.97174094504135,0.29316,0.4098384849609592,0.29982,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val50k_tail,150000,proxy
1,1,960000,,lr_6e-6,8.1e-06,validation_total_reference_mistag_geomean_percent,0.41687216360936563,min,1.0290595852394329,1.0290595852394329,0.5713496636971179,0.30416120255997675,0.41687216360936563,,0.1844426705146259,0.0662384561782319,3.3239776299997907,0.21075872885112568,0.5320857809704151,0.0662384561782319,2.748775081508316,1.0999598777147266,0.018238794634218496,0.020236170682718345,92,49880,0.010567929149143063,0.012572455816273392,33,49820,0.07933371666530784,0.08120521172169867,1658,49880,0.019570981788320285,0.021569706874872842,105,49820,0.031620263870272156,0.03360672764795543,265,49804,0.010567929149143063,0.012572455816273392,33,49820,0.07231974010293817,0.07421718914625598,1369,49804,0.04575714085645905,0.04772017010695687,548,49820,0.88871,0.9716573768148317,0.2937,0.4098384849609592,0.29808,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val50k_tail,150000,proxy
1,1,960000,,lr_9e-6,9e-06,validation_total_reference_mistag_geomean_percent,0.4142014826249877,min,1.0065896817132953,1.0065896817132953,0.5648346177927552,0.3037400024792505,0.4142014826249877,,0.18061045761447142,0.07223548910533278,3.156669584982073,0.20667375593978912,0.5197046210064202,0.06420932239099464,2.7389837620466064,1.1136304606206753,0.018047132397806115,0.020046626278711267,90,49831,0.011074601062969027,0.013078203314757232,36,49837,0.07738968791374222,0.07926973810064714,1573,49831,0.01936832779430417,0.02136653503550792,103,49837,0.031230984476332546,0.033216669624668536,259,49836,0.010389143002913518,0.01239306734488587,32,49837,0.07216975863915016,0.07406638227752844,1365,49836,0.04603588667566726,0.04799769772606179,555,49837,0.88939,0.9718148381451807,0.29263,0.4098384849609592,0.2978,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val50k_tail,150000,proxy
2,2,1440000,,lr_14e-6,8.64e-06,validation_total_reference_mistag_geomean_percent,0.412192901239901,min,1.0113128988585136,1.0113128988585136,0.5870987840376332,0.28939420835468116,0.412192901239901,,0.18283738988912804,0.06007689872371058,3.1886038163042403,0.20025633397437198,0.5321605706174869,0.07209227952584542,2.7130148313147138,1.1414610705186101,0.018174078104742912,0.020175892884326967,91,49771,0.010010537405120305,0.012010654476693298,30,49936,0.07781880074629252,0.07969983410619566,1587,49771,0.019032960405408382,0.02102746322583818,100,49936,0.03162469791407035,0.03361143792082067,265,49797,0.011052651398058694,0.013052287248105105,36,49936,0.0718593199530649,0.07375847193345601,1351,49797,0.04656807876207772,0.04852488589625996,570,49936,0.88963,0.9719316943979734,0.29194,0.4098384849609592,0.29599,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val50k_tail,150000,proxy
2,2,1440000,,lr_3e-6,5.760000000000001e-06,validation_total_reference_mistag_geomean_percent,0.4161188661451429,min,1.0138536655024744,1.0138536655024744,0.5862327198189302,0.2953688951640258,0.4161188661451429,,0.1830801696486289,0.06407560921887828,3.1767427298763464,0.20424100513401103,0.5174696133861784,0.07208506037123806,2.735769446636612,1.1573656897479025,0.01819819138055563,0.020202654416284903,91,49705,0.01036751335779908,0.012367270051194664,32,49941,0.07772771496328094,0.0796117232205372,1579,49705,0.01922952688485787,0.021223670451219402,102,49941,0.031155339473314635,0.033140238102901884,258,49858,0.011051545137024537,0.013050981080303897,36,49941,0.07211228544542342,0.07400820114426901,1364,49858,0.046892202208751246,0.04884817651128158,578,49941,0.88937,0.9718306037249179,0.29237,0.4098384849609592,0.29772,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val50k_tail,150000,proxy
