generation,samples_seen,tier,member,dataset,suffix,status,rank,population_size,metric_name,metric_value,controller_objective_mistag_percent,validation_working_point_mistag_percent,ctag_score,btag_score,total_mistag_score,group_score_warning,btag_c_mistag_percent_at_0p80,btag_d_mistag_percent_at_0p80,btag_c_mistag_percent_at_0p90,btag_d_mistag_percent_at_0p90,ctag_b_mistag_percent_at_0p50,ctag_d_mistag_percent_at_0p50,ctag_b_mistag_percent_at_0p80,ctag_d_mistag_percent_at_0p80,btag_c_mistag_percent_at_0p80_err_low,btag_c_mistag_percent_at_0p80_err_high,btag_c_mistag_percent_at_0p80_passed,btag_c_mistag_percent_at_0p80_total,btag_d_mistag_percent_at_0p80_err_low,btag_d_mistag_percent_at_0p80_err_high,btag_d_mistag_percent_at_0p80_passed,btag_d_mistag_percent_at_0p80_total,btag_c_mistag_percent_at_0p90_err_low,btag_c_mistag_percent_at_0p90_err_high,btag_c_mistag_percent_at_0p90_passed,btag_c_mistag_percent_at_0p90_total,btag_d_mistag_percent_at_0p90_err_low,btag_d_mistag_percent_at_0p90_err_high,btag_d_mistag_percent_at_0p90_passed,btag_d_mistag_percent_at_0p90_total,ctag_b_mistag_percent_at_0p50_err_low,ctag_b_mistag_percent_at_0p50_err_high,ctag_b_mistag_percent_at_0p50_passed,ctag_b_mistag_percent_at_0p50_total,ctag_d_mistag_percent_at_0p50_err_low,ctag_d_mistag_percent_at_0p50_err_high,ctag_d_mistag_percent_at_0p50_passed,ctag_d_mistag_percent_at_0p50_total,ctag_b_mistag_percent_at_0p80_err_low,ctag_b_mistag_percent_at_0p80_err_high,ctag_b_mistag_percent_at_0p80_passed,ctag_b_mistag_percent_at_0p80_total,ctag_d_mistag_percent_at_0p80_err_low,ctag_d_mistag_percent_at_0p80_err_high,ctag_d_mistag_percent_at_0p80_passed,ctag_d_mistag_percent_at_0p80_total
9,2400000,control,lr_14e-6,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val50k_tail,completed,2,4,validation_total_reference_mistag_geomean_percent,0.41680366266601027,1.0253463656832587,1.0253463656832587,0.5544580837566788,0.3133244843951806,0.41680366266601027,,0.19499056109533663,0.0742688525208437,3.2505126975012204,0.20474116250842414,0.5266425133486793,0.05821072096237557,2.787400724155956,1.1060036933732345,0.018802936616905484,0.020805268795649735,97,49746,0.011244016207747275,0.013248260733911527,37,49819,0.07857490453674759,0.08045439425053702,1617,49746,0.019276575806454983,0.021275582584335012,102,49819,0.03141271050019828,0.03339402237429309,263,49939,0.009850156836704985,0.011855046008811923,29,49819,0.07272152655698957,0.07461229945932152,1392,49939,0.045884452600630614,0.0478472786249776,551,49819
9,2400000,control,lr_3e-6,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val50k_tail,completed,4,4,validation_total_reference_mistag_geomean_percent,0.419141795587249,1.0268269821841733,1.0268269821841733,0.5615227731418324,0.31286325900041295,0.419141795587249,,0.20438833634206505,0.07024586137229646,3.2281334668865846,0.20672353666825605,0.5364246286808902,0.05820371484925828,2.7544501964252164,1.1560461162488194,0.01924338626961102,0.021238962419258683,102,49905,0.010909570549392426,0.012913735207983836,35,49825,0.0781860995767776,0.08006049810787355,1611,49905,0.01937298835645515,0.021371674844137753,103,49825,0.03176149145348037,0.03374897815807626,267,49774,0.009848970926703622,0.011853618953316405,29,49825,0.07241482426381327,0.07431318890009572,1371,49774,0.046918616349602565,0.04887919732493411,576,49825
9,2400000,control,lr_6e-6,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val50k_tail,completed,1,4,validation_total_reference_mistag_geomean_percent,0.41536081657551677,1.0171134896878078,1.0171134896878078,0.5439983187572178,0.31714180356369165,0.41536081657551677,,0.19847236604826365,0.07616756641464054,3.17956743672422,0.21046302057210514,0.5248024323362733,0.05411906034724459,2.7868818474318693,1.1064341876278454,0.01895382668831,0.020950600179179275,99,49881,0.011390991789625231,0.013392307956122142,38,49890,0.07762591996322045,0.07950316757276421,1586,49881,0.019543546989079456,0.02153947960142873,105,49890,0.0314192509911452,0.0334088435256264,261,49733,0.00945921041386001,0.011461410447455788,27,49890,0.072863362998693,0.07476198840788498,1386,49733,0.04586148984472068,0.04782150531223387,552,49890
9,2400000,control,lr_9e-6,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val50k_tail,completed,3,4,validation_total_reference_mistag_geomean_percent,0.4169012853504965,1.0245417125877532,1.0245417125877532,0.5620186398188752,0.30925430121483105,0.4169012853504965,,0.20321114287663333,0.07011358109138054,3.1729105787610927,0.20232776962839621,0.5312431199249568,0.05809411175188141,2.806567357338215,1.151866039329469,0.019222449786577743,0.021226223758435143,101,49702,0.010889032851414866,0.012889428941799234,35,49919,0.07768405195281262,0.07956832813143869,1577,49702,0.019138961863944776,0.02113406091158146,101,49919,0.03157030858098814,0.033553660232464505,265,49883,0.009830428880664158,0.01183130652038923,29,49919,0.07300783958386625,0.07489996662389323,1400,49883,0.046789693430688076,0.04874675008040945,575,49919
9,2400000,full_holdout,lr_14e-6,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val_holdout,completed,3,4,validation_total_reference_mistag_geomean_percent,0.39389762955520724,1.0167672229250175,1.0167672229250175,0.5468360907427591,0.28373281353552604,0.39389762955520724,,0.17632789411716593,0.057904063738576726,3.2463018061070756,0.19553265642403664,0.5179914206090177,0.05471082437498126,2.729310256329901,1.156058861699385,0.004270108716056069,0.004375891908554017,1661,941995,0.0024293063646398366,0.0025356242787663704,544,939485,0.018210557905079527,0.0183098230787479,30580,941995,0.004504930263689723,0.004610955190811981,1837,939485,0.007337486267037802,0.007442360358793278,4888,943645,0.0023599528686871207,0.0024662775806559784,514,939485,0.016723064348561287,0.016823251685166643,25755,943645,0.010976718925211938,0.011080699061361866,10861,939485
9,2400000,full_holdout,lr_3e-6,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val_holdout,completed,2,4,validation_total_reference_mistag_geomean_percent,0.3938409336393842,1.0169134287189714,1.0169134287189714,0.5465754674463902,0.28378639409965023,0.3938409336393842,,0.17622174512230707,0.05801050590656286,3.2465140817597833,0.19542622245608798,0.5186272458468512,0.054497943021974804,2.728886352580603,1.1571233330576007,0.004268809576693142,0.004374592994579895,1660,941995,0.002431584737735222,0.0025379024252670146,545,939485,0.01821113520870457,0.018310399931596028,30582,941995,0.0045036919861245585,0.004609717139841471,1836,939485,0.007341997237737385,0.007446869981885072,4894,943645,0.0023552581413265983,0.0024615833064849384,512,939485,0.01672179788910627,0.01682198612411659,25751,943645,0.010981736570741044,0.011085714440943473,10871,939485
9,2400000,full_holdout,lr_6e-6,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val_holdout,completed,4,4,validation_total_reference_mistag_geomean_percent,0.3939158338490706,1.016833698337406,1.016833698337406,0.5462539378758547,0.2840614472463052,0.3939158338490706,,0.17675253253777432,0.05779762407457305,3.2471510753190307,0.19627774306951123,0.518203339302445,0.054497943021974804,2.7284625804883658,1.1555267488855734,0.004275301347081515,0.004381083638024244,1665,941995,0.0024270258939085515,0.0025333440346298267,543,939485,0.018212866994446464,0.018312130365004398,30588,941995,0.004513588732849732,0.004619612073808715,1844,939485,0.007338990236179389,0.0074438638787322105,4890,943645,0.0023552581413265983,0.0024615833064849384,512,939485,0.01672053132272637,0.01682072045614165,25747,943645,0.01097420920556022,0.011078190474684071,10856,939485
9,2400000,full_holdout,lr_9e-6,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val_holdout,completed,1,4,validation_total_reference_mistag_geomean_percent,0.3934894128439353,1.01606435648713,1.01606435648713,0.5454292126094404,0.2838753672167816,0.3934894128439353,,0.1764340570712054,0.05779762407457305,3.2444969769730125,0.19627774306951123,0.5176734993365175,0.05428506071418253,2.7264489070085434,1.155100983649494,0.004271407462422684,0.004377190429531827,1662,941995,0.0024270258939085515,0.0025333440346298267,543,939485,0.018205649981895694,0.018304918987174096,30563,941995,0.004513588732849732,0.004619612073808715,1844,939485,0.0073352297273361795,0.007440104492895377,4885,943645,0.00235055422547468,0.0024568798438225244,510,939485,0.016714513671487602,0.01681470707232749,25728,943645,0.010972200998960943,0.011076183174463586,10852,939485
19,4800000,control,lr_14e-6,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val50k_tail,completed,1,4,validation_total_reference_mistag_geomean_percent,0.4016839150463101,1.0019082981874439,1.0019082981874439,0.5491698459673232,0.29380704128560614,0.4016839150463101,,0.17670681864632265,0.07005464210774852,3.1004014943295592,0.1941514483207452,0.528717596019451,0.05604371464472479,2.788331986202573,1.100858685228427,0.01784629625182488,0.019847191541987358,88,49800,0.010879881405734867,0.012878598244827743,35,49961,0.0767335448150594,0.07861702500194627,1544,49800,0.018722088379561103,0.020715837571422042,97,49961,0.03153618475992556,0.03352521991558223,263,49743,0.009635636957473905,0.01163491465996394,28,49961,0.07287480683961546,0.07477299226794319,1387,49743,0.045712745713543876,0.0476701990312748,550,49961
19,4800000,control,lr_3e-6,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val50k_tail,completed,3,4,validation_total_reference_mistag_geomean_percent,0.40939586644307924,1.0007889467578182,1.0007889467578182,0.5477826995926505,0.3059698226784384,0.40939586644307924,,0.1966884101558399,0.07425246072310404,3.1149021804457853,0.19265502709211318,0.5295993732987885,0.05619105066975864,2.736263465563521,1.1057596061136346,0.01887438832303919,0.020873477617406246,98,49825,0.011241534803413986,0.01324533755839146,37,49830,0.0768903488257866,0.07877230193630812,1552,49825,0.018669512127104028,0.020668562717014206,96,49830,0.031530597121791085,0.03351536745719108,264,49849,0.009660963111566358,0.011665490773079514,28,49830,0.07212512911578678,0.07402136728967557,1364,49849,0.04587437669831933,0.04783677923559208,551,49830
19,4800000,control,lr_6e-6,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val50k_tail,completed,2,4,validation_total_reference_mistag_geomean_percent,0.4035052393460523,0.9865002868729924,0.9865002868729924,0.5383043905304574,0.3024617317708888,0.4035052393460523,,0.1967515932477841,0.07016136857834414,3.1179105013724353,0.19444724004549763,0.5119454058219572,0.058133709234375074,2.696245719746947,1.0464067569366002,0.018880446157869116,0.02088017506406948,98,49809,0.010896452448113162,0.012898210000486424,35,49885,0.07693897345111729,0.07882141029441,1553,49809,0.01875058772546584,0.020747362482767408,97,49885,0.030998688745337462,0.032985721915019216,255,49810,0.009837127513347192,0.011839367271695121,29,49885,0.07163068921852041,0.07353001885519496,1343,49810,0.04458852256809184,0.046551141068853705,522,49885
19,4800000,control,lr_9e-6,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val50k_tail,completed,4,4,validation_total_reference_mistag_geomean_percent,0.40961167705725743,1.0007889226010573,1.0007889226010573,0.5484487386801624,0.3059205248341429,0.40961167705725743,,0.1966884101558399,0.07425246072310404,3.112895173958002,0.19265502709211318,0.5316054425962489,0.05619105066975864,2.734257373198324,1.1077664424150682,0.01887438832303919,0.020873477617406246,98,49825,0.011241534803413986,0.01324533755839146,37,49830,0.076866039909404,0.07874807358126297,1551,49825,0.018669512127104028,0.020668562717014206,96,49830,0.03159178896482576,0.03357647881644241,265,49849,0.009660963111566358,0.011665490773079514,28,49830,0.0720990557731796,0.07399537443085191,1363,49849,0.04591642126258403,0.047878743254685906,552,49830
19,4800000,full_holdout,lr_14e-6,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val_holdout,completed,2,4,validation_total_reference_mistag_geomean_percent,0.38071818632185234,0.9871168819192714,0.9871168819192714,0.5277167235517057,0.2746669395289665,0.38071818632185234,,0.16741065156401339,0.05620100420876368,3.143328760024049,0.1924458654972072,0.500188097162698,0.05173047010569889,2.657991098795983,1.1276391079957573,0.004159574891842159,0.004265377016999671,1577,941995,0.002392563113946572,0.002498884653589009,528,939485,0.01792806897811597,0.018027552778924344,29610,941995,0.004468881488204593,0.004574912986574369,1808,939485,0.007210017990717191,0.007314929815489552,4720,943645,0.0022933703118972705,0.0023997013685189694,486,939485,0.016508458934529763,0.016608797427804245,25082,943645,0.01084185264491732,0.010945893281863982,10594,939485
19,4800000,full_holdout,lr_3e-6,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val_holdout,completed,4,4,validation_total_reference_mistag_geomean_percent,0.38128564262167464,0.988284234361766,0.988284234361766,0.5281896551197807,0.2752396603383968,0.38128564262167464,,0.16719834597730004,0.05673321138093706,3.1473627402072637,0.19223298487584933,0.5008239186216155,0.05173047010569889,2.6613822915701135,1.1288099121553499,0.004156907523264041,0.004262710099199162,1575,941995,0.0024041045291936145,0.0025104249358623236,533,939485,0.017939230754523278,0.018038705990557763,29648,941995,0.004466384685957695,0.004572416637516931,1806,939485,0.007214609713944182,0.007319520191108753,4726,943645,0.0022933703118972705,0.0023997013685189694,486,939485,0.016518733318800216,0.016619064624832924,25114,943645,0.010847443436334987,0.010951481580739712,10605,939485
19,4800000,full_holdout,lr_6e-6,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val_holdout,completed,3,4,validation_total_reference_mistag_geomean_percent,0.38087093631072844,0.9874743295295141,0.9874743295295141,0.5279343755866353,0.2747740568418543,0.38087093631072844,,0.16709218197464532,0.056413887870649125,3.1440718287235017,0.19233941144187056,0.4996582461413073,0.05183691039864748,2.6614882115658953,1.1268939581195954,0.004155573200842434,0.00426137600216636,1574,941995,0.0023971862175456915,0.002503507303998646,530,939485,0.01793012568726271,0.0180296079103498,29617,941995,0.004467633260759967,0.004573664985724484,1807,939485,0.0072061892914193106,0.00731110223919822,4715,943645,0.0022957808254604186,0.0024021116554873764,487,939485,0.016519054278871237,0.01661938536030305,25115,943645,0.010838293305081952,0.010942335528191759,10587,939485
19,4800000,full_holdout,lr_9e-6,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val_holdout,completed,1,4,validation_total_reference_mistag_geomean_percent,0.3806196498343647,0.9875008029491785,0.9875008029491785,0.5266956760757872,0.2750569720249395,0.3806196498343647,,0.16719834597730004,0.05673321138093706,3.1459827616840412,0.19180721876020704,0.5005060353073038,0.05130470327976213,2.6596865586825102,1.1267875885213672,0.004156907523264041,0.004262710099199162,1575,941995,0.0024041045291936145,0.0025104249358623236,533,939485,0.017935413139102963,0.01803489130519087,29635,941995,0.004461386907407224,0.004567419765345426,1802,939485,0.0072123142223727045,0.007317225373341171,4723,943645,0.0022837033437230576,0.002390035306723743,482,939485,0.016513597014714,0.01661393191436794,25098,943645,0.010837784728606227,0.010941827178310819,10586,939485
29,7200000,control,lr_14e-6,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val50k_tail,completed,1,4,validation_total_reference_mistag_geomean_percent,0.4014006624522717,0.988400842715571,0.988400842715571,0.5503803558133203,0.29274753380146545,0.4014006624522717,,0.18470928636534537,0.06833346832641143,3.0477030210212033,0.19093174434864063,0.5266319757281288,0.05828442858065748,2.7392871462474253,1.091325671106755,0.018265138903751775,0.020265391497313254,92,49808,0.010754362183770847,0.012761382966080061,34,49756,0.07608453295157337,0.07796982664627916,1518,49808,0.018594816596633097,0.020596909498258046,95,49756,0.03141208300853401,0.0333933556318956,263,49940,0.009862626156025803,0.011870050862981265,29,49756,0.07209948352342212,0.07399214537862804,1368,49940,0.04560396660351039,0.047569867856831274,543,49756
29,7200000,control,lr_3e-6,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val50k_tail,completed,2,4,validation_total_reference_mistag_geomean_percent,0.407439484673199,0.9915540530612157,0.9915540530612157,0.5525526827616525,0.30043639068235284,0.407439484673199,,0.19284466717522228,0.07407259385459691,3.0634176440067122,0.18618245289472576,0.5083179118384571,0.060058857974070734,2.7284415657272834,1.1190967310186561,0.018687873523494075,0.02068888414341252,96,49781,0.011214311465579071,0.013213267559783937,37,49951,0.07629731544751481,0.0781830003227773,1525,49781,0.018316576445199767,0.020311043835542122,93,49951,0.030897184647070246,0.03288588060954955,253,49772,0.010007531982211913,0.012007049164399604,30,49951,0.07207837297869626,0.0739778589773657,1358,49772,0.04609829582096596,0.048055410782738006,559,49951
