generation,training_chunk,samples_seen,epoch_fraction,trial,LR,optimization_metric_name,optimization_metric_value,optimization_metric_mode,controller_objective_mistag_percent,validation_working_point_mistag_percent,btag_c_mistag_percent_at_0p80,btag_d_mistag_percent_at_0p80,btag_c_mistag_percent_at_0p90,btag_d_mistag_percent_at_0p90,ctag_b_mistag_percent_at_0p50,ctag_d_mistag_percent_at_0p50,ctag_b_mistag_percent_at_0p80,ctag_d_mistag_percent_at_0p80,btag_c_mistag_percent_at_0p80_err_low,btag_c_mistag_percent_at_0p80_err_high,btag_c_mistag_percent_at_0p80_passed,btag_c_mistag_percent_at_0p80_total,btag_d_mistag_percent_at_0p80_err_low,btag_d_mistag_percent_at_0p80_err_high,btag_d_mistag_percent_at_0p80_passed,btag_d_mistag_percent_at_0p80_total,btag_c_mistag_percent_at_0p90_err_low,btag_c_mistag_percent_at_0p90_err_high,btag_c_mistag_percent_at_0p90_passed,btag_c_mistag_percent_at_0p90_total,btag_d_mistag_percent_at_0p90_err_low,btag_d_mistag_percent_at_0p90_err_high,btag_d_mistag_percent_at_0p90_passed,btag_d_mistag_percent_at_0p90_total,ctag_b_mistag_percent_at_0p50_err_low,ctag_b_mistag_percent_at_0p50_err_high,ctag_b_mistag_percent_at_0p50_passed,ctag_b_mistag_percent_at_0p50_total,ctag_d_mistag_percent_at_0p50_err_low,ctag_d_mistag_percent_at_0p50_err_high,ctag_d_mistag_percent_at_0p50_passed,ctag_d_mistag_percent_at_0p50_total,ctag_b_mistag_percent_at_0p80_err_low,ctag_b_mistag_percent_at_0p80_err_high,ctag_b_mistag_percent_at_0p80_passed,ctag_b_mistag_percent_at_0p80_total,ctag_d_mistag_percent_at_0p80_err_low,ctag_d_mistag_percent_at_0p80_err_high,ctag_d_mistag_percent_at_0p80_passed,ctag_d_mistag_percent_at_0p80_total,validation_accuracy,validation_auc,validation_loss,best_so_far,training_loss,validation_shutdown_warning,validation_dataset,validation_suffix,validation_sample_count,evaluation_type
19,19,400000,,lr_14e-6,1.1969999999999999e-05,validation_working_point_mistag_percent,1.0668189843818194,min,1.0668189843818194,1.0668189843818194,0.20955573646677825,0.020964360587002098,3.331936256433412,0.25157232704402516,0.4589069728847432,0.041928721174004195,3.003754578639155,1.2159329218254356,0.056576226500096284,0.07743960142495387,10,4772,0.012956400606867183,0.03390757882502396,1,4770,0.25017950556368085,0.2697345291148838,159,4772,0.06284217972148852,0.08369668723477958,12,4770,0.08781784732560376,0.10848149405467897,22,4794,0.020962895333354704,0.0419052853056146,2,4770,0.23689280848384134,0.2564949963072546,144,4794,0.1487735383398579,0.1692237865418925,58,4770,0.88902,0.9717086919753618,0.29468,0.9859024733461326,0.29753,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val5k_tail,15000,proxy
19,19,400000,,lr_3e-6,8.93475e-06,validation_working_point_mistag_percent,1.0880188811604443,min,1.0880188811604443,1.0880188811604443,0.23094688221709006,0.06282722673703439,3.3802225569354563,0.2722513193404619,0.4793664194372784,0.020942408376963352,3.0429345076787246,1.214659728560545,0.05987872096138395,0.08077252999487802,11,4763,0.027279754607573575,0.04819146849989734,3,4775,0.2522271906665763,0.27179888565028176,161,4763,0.06570168864683357,0.08652570401161559,13,4775,0.08991816259302388,0.1105560594870986,23,4798,0.012942833995247701,0.033872087593079796,1,4775,0.23835626232250223,0.257925783241,146,4798,0.14861853970352407,0.1690479116943684,58,4775,0.88832,0.9711547206375707,0.29752,0.9859024733461326,0.30103,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val5k_tail,15000,proxy
19,19,400000,,lr_6e-6,5.13e-06,validation_working_point_mistag_percent,1.0694035117300937,min,1.0694035117300937,1.0694035117300937,0.2305113189583601,0.041928721174004195,3.2481140775172763,0.25157232704402516,0.4589069728847432,0.041928721174004195,3.066333033262901,1.2159329218254356,0.059765871807038747,0.08062046585019396,11,4772,0.020962895333354704,0.0419052853056146,2,4770,0.24698766641642023,0.266577813494432,155,4772,0.06284217972148852,0.08369668723477958,12,4770,0.08781784732560376,0.10848149405467897,22,4794,0.020962895333354704,0.0419052853056146,2,4770,0.23937752267618184,0.25895360905109494,147,4794,0.1487735383398579,0.1692237865418925,58,4770,0.88867,0.9713617314658922,0.29714,0.9859024733461326,0.30151,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val5k_tail,15000,proxy
19,19,400000,,lr_9e-6,8.122499999999999e-06,validation_working_point_mistag_percent,1.0741185205612152,min,1.0741185205612152,1.0741185205612152,0.25109855618330196,0.04201680672268908,3.3270558017077585,0.25210084680126665,0.479466336175141,0.04201680672268908,3.022722421941581,1.1764705882352942,0.06272392863193436,0.08353936856658564,12,4779,0.02100693194419809,0.041993272290040275,2,4760,0.24981865471158765,0.26934708321810286,159,4779,0.06297409385047034,0.08387218213430311,12,4760,0.08993687438811361,0.11057903098122537,23,4797,0.02100693194419809,0.041993272290040275,2,4760,0.23757752991123982,0.2571595546986858,145,4797,0.1463497956647939,0.16685957487578493,56,4760,0.8886,0.9715134504429374,0.29606,0.9859024733461326,0.29943,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val5k_tail,15000,proxy
20,20,420000,,lr_14e-6,1.1969999999999999e-05,validation_working_point_mistag_percent,1.0420310458794029,min,1.0420310458794029,1.0420310458794029,0.18955350108231994,0.041684035014589414,3.222409355293176,0.25010420372440634,0.48016702685055096,0.041684035014589414,2.860125167571821,1.2505210424837696,0.0534948597498922,0.07447209559061278,9,4748,0.020840569306876444,0.041660871855317964,2,4798,0.2465968038050874,0.2662967787743227,153,4748,0.06247574311398112,0.08320918582700992,12,4798,0.09006807532829678,0.11074009911681126,23,4790,0.020840569306876444,0.041660871855317964,2,4798,0.23117371759678074,0.25085222928078776,137,4790,0.15057531268886198,0.17089182819190923,60,4798,0.88965,0.9714334615484729,0.29595,0.9859024733461326,0.29737,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val5k_tail,15000,proxy
20,20,420000,,lr_3e-6,8.93475e-06,validation_working_point_mistag_percent,1.1040795469351639,min,1.1040795469351639,1.1040795469351639,0.2501563477173233,0.06269592476489028,3.314571615162031,0.2507836990595611,0.48380312248495977,0.04179728317659352,2.9659234019597607,1.4629049811561918,0.0624887565346247,0.08322649878234573,12,4797,0.027222750937228025,0.048090826188057566,3,4785,0.24889551290344925,0.2683558832213939,159,4797,0.0626453415008838,0.08343481759822621,12,4785,0.09074891528774565,0.1115759171328905,23,4754,0.02089718550753811,0.041773993997644004,2,4785,0.23632525024074313,0.2561082477453076,141,4754,0.16370337198119786,0.18398632020051234,70,4785,0.88721,0.9707094048677735,0.29996,0.9859024733461326,0.29973,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val5k_tail,15000,proxy
20,20,420000,,lr_6e-6,5.13e-06,validation_working_point_mistag_percent,1.067932782595519,min,1.067932782595519,1.067932782595519,0.22974101482175896,0.06259128054256982,3.3208020804164278,0.2295013605281613,0.5047318611987381,0.041727519298977674,2.944269095844414,1.210098048113104,0.05956629784535845,0.08035153859740911,11,4788,0.027177319239783962,0.0480106144926215,3,4793,0.2493562297560488,0.2688505701172871,159,4788,0.05950420403749304,0.080267866383699,11,4793,0.09287555424236771,0.11368937599964321,24,4755,0.020862308425758556,0.041704307791925035,2,4793,0.23542544442847585,0.2552133884190868,140,4755,0.14806320868033396,0.16841777770007937,58,4793,0.88951,0.9711822032571105,0.29797,0.9859024733461326,0.30072,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val5k_tail,15000,proxy
20,20,420000,,lr_9e-6,8.122499999999999e-06,validation_working_point_mistag_percent,1.0893287891533694,min,1.0893287891533694,1.0893287891533694,0.22911892627353184,0.0632111251580278,3.24932311449574,0.2739148668781939,0.43850490009286514,0.04214075010535188,3.0277718230941524,1.3906448071290918,0.05940512276707216,0.08013435269895244,11,4801,0.027446423507208873,0.048485727857258167,3,4746,0.2463153647721955,0.2657867004416267,156,4801,0.06610279206790154,0.08705332298187463,13,4746,0.08568180169181727,0.10637553659491594,21,4789,0.021068894941085044,0.04211707663474193,2,4746,0.23796893384706308,0.2575815551508428,145,4789,0.1600324105612559,0.18051244226402544,66,4746,0.88672,0.9707986858752587,0.30019,0.9859024733461326,0.29997,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val5k_tail,15000,proxy
21,21,440000,,lr_14e-6,1.1969999999999999e-05,validation_working_point_mistag_percent,1.0313928422406562,min,1.0313928422406562,1.0313928422406562,0.16680567139282734,0.020855057351407715,3.148457082599197,0.2502606818457978,0.4636459311701994,0.04171011470281543,2.887249738885982,1.2721584599770226,0.04943976378243364,0.07021658026298695,8,4796,0.012888850475002026,0.03373086254449684,1,4795,0.24254806627455466,0.26208175105773557,151,4796,0.06251479964649513,0.08326114631529544,12,4795,0.08872318591311867,0.1095981770875401,22,4745,0.020853607338137303,0.041686922553023524,2,4795,0.2333374385625444,0.2531911049188165,137,4745,0.15198547919952674,0.1723056799925059,61,4795,0.88916,0.9714518615723747,0.29595,0.9859024733461326,0.2981,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val5k_tail,15000,proxy
21,21,440000,,lr_3e-6,8.93475e-06,validation_working_point_mistag_percent,1.0341802081686748,min,1.0341802081686748,1.0341802081686748,0.21039344112829647,0.041701417848206836,3.2190196040509123,0.18765637076427363,0.4386881206328071,0.041701417848206836,3.1125965265406133,1.0216847665360824,0.05680224172880043,0.07774864751940846,10,4753,0.02084925951549509,0.04167823536796614,2,4796,0.24634121258099786,0.26602189429467615,153,4753,0.05295976680649698,0.07372789005839736,9,4796,0.08571754283639726,0.10641984521165149,21,4787,0.02084925951549509,0.04167823536796614,2,4796,0.2413660930702024,0.2609514746007641,149,4787,0.13534067280811332,0.15576106691389588,49,4796,0.89062,0.9716377741613638,0.29428,0.9859024733461326,0.2976,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val5k_tail,15000,proxy
21,21,440000,,lr_6e-6,5.13e-06,validation_working_point_mistag_percent,1.096881295624064,min,1.096881295624064,1.096881295624064,0.1879306840429139,0.041701417848206836,3.5289204103549228,0.2085070865875182,0.48410861182357867,0.041701417848206836,3.0519889667171327,1.2301917697700309,0.053037133496975135,0.07383549229678206,9,4789,0.02084925951549509,0.04167823536796614,2,4796,0.2570696268153184,0.2764730003256811,169,4789,0.05629329160413833,0.07705272162738577,10,4796,0.09080611686340512,0.11164613849273426,23,4751,0.02084925951549509,0.04167823536796614,2,4796,0.2398458475504222,0.2596051114161901,145,4751,0.14931023905144278,0.16964370087069555,59,4796,0.88853,0.9710084238348679,0.2986,0.9859024733461326,0.29975,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val5k_tail,15000,proxy
21,21,440000,,lr_9e-6,8.122499999999999e-06,validation_working_point_mistag_percent,1.0341802081686748,min,1.0341802081686748,1.0341802081686748,0.21039344112829647,0.041701417848206836,3.2190196040509123,0.18765637076427363,0.4386881206328071,0.041701417848206836,3.1125965265406133,1.0216847665360824,0.05680224172880043,0.07774864751940846,10,4753,0.02084925951549509,0.04167823536796614,2,4796,0.24634121258099786,0.26602189429467615,153,4753,0.05295976680649698,0.07372789005839736,9,4796,0.08571754283639726,0.10641984521165149,21,4787,0.02084925951549509,0.04167823536796614,2,4796,0.2413660930702024,0.2609514746007641,149,4787,0.13534067280811332,0.15576106691389588,49,4796,0.89069,0.9716091353708741,0.29445,0.9859024733461326,0.29509,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val5k_tail,15000,proxy
22,22,460000,,lr_14e-6,1.1969999999999999e-05,validation_working_point_mistag_percent,0.9804035939960777,min,0.9804035939960777,0.9804035939960777,0.16764459346186086,0.04141644232760406,2.87091379614348,0.2692068683242563,0.42238648363252373,0.04141644232760406,2.787750800958332,1.2424933247929613,0.0496882917530497,0.07056922844131211,8,4772,0.020706791498776533,0.04139357558062846,2,4829,0.2320343740766867,0.2517825770253418,137,4772,0.06496763233640926,0.08556009325768071,13,4829,0.0843502468062013,0.10528673900061314,20,4735,0.020706791498776533,0.04139357558062846,2,4829,0.2294500877149278,0.24938769295480312,132,4735,0.14961368925198987,0.1698031330325993,60,4829,0.88958,0.9716097134154014,0.29483,0.9804035939960777,0.2945,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val5k_tail,15000,proxy
22,22,460000,,lr_3e-6,8.93475e-06,validation_working_point_mistag_percent,1.0171267638036754,min,1.0171267638036754,1.0171267638036754,0.16764459346186086,0.062124665061830044,3.0595137181744643,0.2692068683242563,0.42238648363252373,0.04141644232760406,2.8722280146539028,1.2424933247929613,0.0496882917530497,0.07056922844131211,8,4772,0.026974739167574324,0.04765294841664618,3,4829,0.23963684136002195,0.2593060163733552,146,4772,0.06496763233640926,0.08556009325768071,13,4829,0.0843502468062013,0.10528673900061314,20,4735,0.020706791498776533,0.04139357558062846,2,4829,0.2329560495411231,0.2528579802469077,136,4735,0.14961368925198987,0.1698031330325993,60,4829,0.8893,0.9714296954743142,0.29588,0.9804035939960777,0.29692,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val5k_tail,15000,proxy
22,22,460000,,lr_6e-6,5.13e-06,validation_working_point_mistag_percent,1.0607377968406313,min,1.0607377968406313,1.0607377968406313,0.18875839167804068,0.042096400757735214,3.1879194120765626,0.25257841103606093,0.4567158011081296,0.042096400757735214,2.968652733063259,1.3470848242475268,0.053270595798354935,0.07416019177685698,9,4768,0.021046723381260735,0.042072777084645505,2,4751,0.24476617782895962,0.26439800023907234,152,4768,0.0630932909703426,0.084030757971796,12,4751,0.08739923373962873,0.10796514665029101,22,4817,0.021046723381260735,0.042072777084645505,2,4751,0.23494639567145578,0.25446957844920853,143,4817,0.15730472503383916,0.17778154118525002,64,4751,0.88853,0.971150500123846,0.2982,0.9804035939960777,0.29931,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val5k_tail,15000,proxy
22,22,460000,,lr_9e-6,8.122499999999999e-06,validation_working_point_mistag_percent,1.087787865956508,min,1.087787865956508,1.087787865956508,0.23114100193642664,0.06290627126839761,3.3620508941381178,0.293562595495416,0.4367720535197719,0.04193751310547285,3.0158071486676823,1.2581254495207783,0.059929013048139426,0.08084029834393452,11,4759,0.02731407154343503,0.04825205633603117,3,4769,0.25164552434832377,0.2712413013016758,160,4759,0.06860388362075558,0.08944515716719664,14,4769,0.08534374149796517,0.10595643767322432,21,4808,0.020967290684483532,0.041914067408548326,2,4769,0.23704144639363905,0.25658155577673175,145,4808,0.15148615394386927,0.1719229986427524,60,4769,0.88916,0.9712688136825447,0.29757,0.9804035939960777,0.30298,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val5k_tail,15000,proxy
23,23,480000,,lr_14e-6,1.1969999999999999e-05,validation_working_point_mistag_percent,1.0682042384404058,min,1.0682042384404058,1.0682042384404058,0.18899622976515282,0.04169272461955389,3.4229315811283056,0.27100271002710025,0.43960643632763347,0.04169272461955389,2.9097761169344967,1.2299353841014486,0.0533376772994073,0.07425348825045679,9,4762,0.02084491350545256,0.04166955180281832,2,4797,0.25385105186160467,0.2734089223040276,163,4762,0.065400635465302,0.08612968810805853,13,4797,0.08589669676173774,0.1066419431210673,21,4777,0.02084491350545256,0.04166955180281832,2,4797,0.23350531468657384,0.2532165846698107,139,4777,0.14927927244485548,0.16960860325924645,59,4797,0.88902,0.97159972505467,0.29626,0.9804035939960777,0.2988,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val5k_tail,15000,proxy
23,23,480000,,lr_3e-6,8.93475e-06,validation_working_point_mistag_percent,1.0599015864903507,min,1.0599015864903507,1.0599015864903507,0.20924879949184624,0.06263048176311534,3.2224315378965516,0.29227557783696984,0.4615061765604776,0.04175365344467641,2.915880024724648,1.2734864402045203,0.05649341045981817,0.07732636075403593,10,4779,0.02719433834479813,0.04804066250252428,3,4790,0.2458273827280151,0.26539958713344625,154,4779,0.06830340802962595,0.08905386698428568,14,4790,0.08831440896342815,0.10909397851528273,22,4767,0.020875373680074177,0.04173041285626091,2,4790,0.23398867722761763,0.25373872755966864,139,4767,0.15214328489079365,0.1724841379778054,61,4790,0.88944,0.971606486000217,0.29632,0.9804035939960777,0.29974,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val5k_tail,15000,proxy
23,23,480000,,lr_6e-6,5.13e-06,validation_working_point_mistag_percent,1.0855692495745275,min,1.0855692495745275,1.0855692495745275,0.20916126066383806,0.06277463904582549,3.3256641918244894,0.29294831180578657,0.4815745347477528,0.04184975936388366,3.036013397910077,1.2345679012345678,0.05646979324728247,0.07729406708110349,10,4781,0.027256924516033818,0.048151161068734315,3,4779,0.24971574551045442,0.2692365886359217,159,4781,0.06846047098733074,0.08925840056241553,14,4779,0.09033162894675649,0.11106364714254324,23,4776,0.020923419942392277,0.04182641167487599,2,4779,0.23860772233440208,0.2582702664414422,145,4776,0.14983864389167578,0.17024259037651465,59,4779,0.88811,0.9710872959658533,0.29937,0.9804035939960777,0.30099,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val5k_tail,15000,proxy
23,23,480000,,lr_9e-6,7.716374999999998e-06,validation_working_point_mistag_percent,1.106403824613864,min,1.106403824613864,1.106403824613864,0.25120367790150483,0.04186728072011723,3.4749842137457825,0.25120367790150483,0.48097031298517834,0.04186728072011723,3.0531157634291834,1.256018389507524,0.06275016817643705,0.08357427714072302,12,4777,0.020932179397847108,0.04184391347875119,2,4777,0.2553972409622428,0.27487192313061026,166,4777,0.06275016817643705,0.08357427714072302,12,4777,0.09021848876832701,0.11092475249180099,23,4782,0.020932179397847108,0.04184391347875119,2,4777,0.23914268645797432,0.2587734136789189,146,4782,0.15123378863829365,0.17163729704281258,60,4777,0.88839,0.971076478468276,0.2985,0.9804035939960777,0.30075,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val5k_tail,15000,proxy
24,24,500000,,lr_14e-6,1.1969999999999999e-05,validation_working_point_mistag_percent,1.089920899031322,min,1.089920899031322,1.089920899031322,0.20933639825125402,0.04200798151648813,3.5796524701259798,0.2520478890989288,0.4168403607511115,0.04200798151648813,3.001250673765572,1.1762234372247544,0.05651704743533028,0.07735868142293993,10,4777,0.02100251995919585,0.04198445696821873,2,4761,0.25923067044905723,0.2786615400591157,171,4777,0.06296087752135299,0.08385459953349131,12,4761,0.083244336966101,0.10390829181079952,20,4798,0.02100251995919585,0.04198445696821873,2,4761,0.23669801097739895,0.25628490386297964,144,4798,0.14631920580268717,0.16682478182853314,56,4761,0.88888,0.9718126882083156,0.29518,0.9804035939960777,0.29959,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val5k_tail,15000,proxy
24,24,500000,,lr_3e-6,8.4880125e-06,validation_working_point_mistag_percent,1.052661077157259,min,1.052661077157259,1.052661077157259,0.2085070865875182,0.06318450036077332,3.2318599770627,0.2527380014430933,0.45909850919079687,0.04212299915754002,2.963272106046762,1.2005054374088895,0.05629329160413833,0.07705272162738577,10,4796,0.027434863744637963,0.04846531878833717,3,4748,0.245769992324733,0.26526890419330196,155,4796,0.06313312368050826,0.08408374991973962,12,4748,0.08785443809547046,0.10852662733081544,22,4792,0.02106002071395339,0.042099345624815654,2,4748,0.2353174814227213,0.2549447411263728,142,4792,0.148094821286472,0.16864630350336401,57,4748,0.88881,0.971474186365458,0.29545,0.9804035939960777,0.30078,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val5k_tail,15000,proxy
24,24,500000,,lr_6e-6,5.13e-06,validation_working_point_mistag_percent,1.0605327747502649,min,1.0605327747502649,1.0605327747502649,0.2085070865875182,0.06318450036077332,3.2527106283806275,0.27379949100433976,0.4799666156033239,0.04212299915754002,2.9424038895619775,1.221566987346019,0.05629329160413833,0.07705272162738577,10,4796,0.027434863744637963,0.04846531878833717,3,4748,0.24656833006423512,0.26605854870415047,156,4796,0.06607497259995816,0.08701672897202636,13,4748,0.09003055030119156,0.1106940317904391,23,4792,0.02106002071395339,0.042099345624815654,2,4748,0.2344762496239678,0.254112217073716,141,4792,0.1494593907377672,0.17000200308749625,58,4748,0.88797,0.9712565832596658,0.29696,0.9804035939960777,0.30324,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val5k_tail,15000,proxy
24,24,500000,,lr_9e-6,7.716374999999998e-06,validation_working_point_mistag_percent,1.0552454112196576,min,1.0552454112196576,1.0552454112196576,0.22935779816513763,0.06318450036077332,3.211009230500129,0.2527380014430933,0.4799666156033239,0.04212299915754002,2.984140152954486,1.1794439915727777,0.0594670098532854,0.08021774664787985,11,4796,0.027434863744637963,0.04846531878833717,3,4748,0.24496882394153263,0.2644764290387541,154,4796,0.06313312368050826,0.08408374991973962,12,4748,0.09003055030119156,0.1106940317904391,23,4792,0.02106002071395339,0.042099345624815654,2,4748,0.2361554965102295,0.25577404846778284,143,4792,0.14671787412740572,0.16727822621146107,56,4748,0.88881,0.971439662724238,0.29571,0.9804035939960777,0.30108,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val5k_tail,15000,proxy
25,25,520000,,lr_14e-6,1.1969999999999999e-05,validation_working_point_mistag_percent,1.0691855665167185,min,1.0691855665167185,1.0691855665167185,0.1677500524218914,0.041981528127623846,3.4388761681738798,0.2518891687657431,0.45804706556609376,0.041981528127623846,2.9564854923069843,1.1964735286439079,0.049719533545559705,0.07061355868081258,8,4769,0.020989295116723355,0.04195803319515878,2,4764,0.25426508658255714,0.2737875704086998,164,4769,0.06292126179743338,0.08380189593436274,12,4764,0.08765356533874764,0.10827885798907053,22,4803,0.020989295116723355,0.04195803319515878,2,4764,0.23478578528478533,0.25437092869449485,142,4803,0.14759990612927282,0.16808407252942495,57,4764,0.8893,0.9714015124832924,0.29581,0.9804035939960777,0.29223,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val5k_tail,15000,proxy
25,25,520000,,lr_3e-6,8.4880125e-06,validation_working_point_mistag_percent,1.07420362010169,min,1.07420362010169,1.07420362010169,0.18955350108231994,0.062253578003877624,3.201348028567449,0.2697655012667486,0.4613126589202612,0.04150238638721727,2.977563435252046,1.3903298713336005,0.0534948597498922,0.07447209559061278,9,4748,0.027030707842324083,0.04775176444830715,3,4819,0.2457821159124289,0.26549096074882717,152,4748,0.06510232862031837,0.08573728069022836,13,4819,0.08827743412384276,0.1090483722185346,22,4769,0.02074975758849585,0.04147942464808624,2,4819,0.23643702604373812,0.2561529323621917,142,4769,0.15886969167438567,0.1790396792495017,67,4819,0.88923,0.9712730302100553,0.29663,0.9804035939960777,0.29907,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val5k_tail,15000,proxy
25,25,520000,,lr_6e-6,5.13e-06,validation_working_point_mistag_percent,1.092465677393471,min,1.092465677393471,1.092465677393471,0.21061500120257773,0.062253578003877624,3.222409355293176,0.2697655012667486,0.48228140534222913,0.04150238638721727,2.977563435252046,1.4733347563998933,0.05686201987033851,0.07783038584389607,10,4748,0.027030707842324083,0.04775176444830715,3,4819,0.2465968038050874,0.2662967787743227,153,4748,0.06510232862031837,0.08573728069022836,13,4819,0.09046398500010093,0.11122613116332417,23,4769,0.02074975758849585,0.04147942464808624,2,4819,0.23643702604373812,0.2561529323621917,142,4769,0.1637658099184494,0.183901355679136,71,4819,0.88846,0.9710530671594572,0.29811,0.9804035939960777,0.30147,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val5k_tail,15000,proxy
25,25,520000,,lr_9e-6,7.716374999999998e-06,validation_working_point_mistag_percent,1.0820900667601843,min,1.0820900667601843,1.0820900667601843,0.21061500120257773,0.062253578003877624,3.222409355293176,0.2697655012667486,0.48228140534222913,0.04150238638721727,2.977563435252046,1.3903298713336005,0.05686201987033851,0.07783038584389607,10,4748,0.027030707842324083,0.04775176444830715,3,4819,0.2465968038050874,0.2662967787743227,153,4748,0.06510232862031837,0.08573728069022836,13,4819,0.09046398500010093,0.11122613116332417,23,4769,0.02074975758849585,0.04147942464808624,2,4819,0.23643702604373812,0.2561529323621917,142,4769,0.15886969167438567,0.1790396792495017,67,4819,0.88937,0.9712464597662681,0.29689,0.9804035939960777,0.29867,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val5k_tail,15000,proxy
26,26,540000,,lr_14e-6,1.1969999999999999e-05,validation_working_point_mistag_percent,1.086377835374789,min,1.086377835374789,1.086377835374789,0.16792611251049538,0.041736227045075125,3.5894205859317236,0.2712854740653223,0.4602510607173093,0.041736227045075125,3.054393212811664,1.0642737828716489,0.049771690595513625,0.07068756630904541,8,4764,0.020866661693008874,0.04171300585030281,2,4792,0.25992632042524455,0.2794061018922288,171,4764,0.06546881412978636,0.08621937308000843,13,4792,0.08807462465455075,0.10879821760747896,22,4780,0.020866661693008874,0.04171300585030281,2,4792,0.2392413543852584,0.258879759193692,146,4780,0.13835891900007974,0.15877858359859864,51,4792,0.88909,0.9714217671748336,0.29628,0.9804035939960777,0.29623,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val5k_tail,15000,proxy
26,26,540000,,lr_3e-6,8.4880125e-06,validation_working_point_mistag_percent,1.0915750807671698,min,1.0915750807671698,1.0915750807671698,0.20990764332740255,0.06260433897284406,3.484466817851991,0.2712854740653223,0.4602510607173093,0.041736227045075125,3.1380753012857663,1.0642737828716489,0.056671171216586935,0.07756942614181753,10,4764,0.02718298990738121,0.048020626318577724,3,4792,0.25608297375672856,0.2756068071944659,166,4764,0.06546881412978636,0.08621937308000843,13,4792,0.08807462465455075,0.10879821760747896,22,4780,0.020866661693008874,0.04171300585030281,2,4792,0.24253286819770176,0.26213626693695896,150,4780,0.13835891900007974,0.15877858359859864,51,4792,0.8886,0.9712494593631832,0.29735,0.9804035939960777,0.2981,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val5k_tail,15000,proxy
26,26,540000,,lr_6e-6,5.13e-06,validation_working_point_mistag_percent,1.0367368347722516,min,1.0367368347722516,1.0367368347722516,0.16701461377870563,0.041701417848206836,3.110647117219081,0.25020851345767964,0.48421051542752364,0.041701417848206836,2.9473685630735007,1.2510425195251094,0.04950166240729509,0.07030441147271829,8,4790,0.02084925951549509,0.04167823536796614,2,4796,0.24121706975920795,0.26079100122168786,149,4790,0.06250177537766607,0.08324381894360762,12,4796,0.09082520008334088,0.11166956525853955,23,4750,0.02084925951549509,0.04167823536796614,2,4796,0.23566994707538874,0.2554774114319234,140,4750,0.15063777754840862,0.17096254613900852,60,4796,0.88909,0.9715604383889235,0.29524,0.9804035939960777,0.30061,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val5k_tail,15000,proxy
