fixed_tag,label,generation,member,c_bkg_percent,d_bkg_percent
b_eff_0.80,anchor_copy_lr_recenter_8h_20260807_015714,26,lr_14e-6,0.16035277610743637,0.07215585523802008
b_eff_0.90,anchor_copy_lr_recenter_8h_20260807_015714,26,lr_14e-6,3.1489275623175197,0.19642427259238798
