fixed_tag,label,generation,member,b_bkg_percent,d_bkg_percent
c_eff_0.50,anchor_copy_lr_recenter_8h_20260807_015714,26,lr_14e-6,0.5349744790006844,0.0661428687579989
c_eff_0.80,anchor_copy_lr_recenter_8h_20260807_015714,26,lr_14e-6,2.6969952429326614,1.1304417797730855
