fixed_tag,label,generation,member,c_bkg_percent,d_bkg_percent
b_eff_0.80,anchor_copy_lr_recenter_100gen_seed2_20260819_111523,37,lr_6e-6,0.17448156058761435,0.06221401545371234
b_eff_0.90,anchor_copy_lr_recenter_100gen_seed2_20260819_111523,37,lr_6e-6,3.1988287491658784,0.18864896071509746
