fixed_tag,label,generation,member,b_bkg_percent,d_bkg_percent
c_eff_0.50,anchor_copy_lr_recenter_100gen_seed3_20260819_111523,71,lr_9e-6,0.5243701373383127,0.06213669998145456
c_eff_0.80,anchor_copy_lr_recenter_100gen_seed3_20260819_111523,71,lr_9e-6,2.7243139071743743,1.1505311963700404
