source_run,generation,training_chunk,samples_seen,epoch_fraction,trial,LR,optimization_metric_name,optimization_metric_value,optimization_metric_mode,controller_objective_mistag_percent,validation_working_point_mistag_percent,ctag_score,btag_score,total_mistag_score,group_score_warning,btag_c_mistag_percent_at_0p80,btag_d_mistag_percent_at_0p80,btag_c_mistag_percent_at_0p90,btag_d_mistag_percent_at_0p90,ctag_b_mistag_percent_at_0p50,ctag_d_mistag_percent_at_0p50,ctag_b_mistag_percent_at_0p80,ctag_d_mistag_percent_at_0p80,btag_c_mistag_percent_at_0p80_err_low,btag_c_mistag_percent_at_0p80_err_high,btag_c_mistag_percent_at_0p80_passed,btag_c_mistag_percent_at_0p80_total,btag_d_mistag_percent_at_0p80_err_low,btag_d_mistag_percent_at_0p80_err_high,btag_d_mistag_percent_at_0p80_passed,btag_d_mistag_percent_at_0p80_total,btag_c_mistag_percent_at_0p90_err_low,btag_c_mistag_percent_at_0p90_err_high,btag_c_mistag_percent_at_0p90_passed,btag_c_mistag_percent_at_0p90_total,btag_d_mistag_percent_at_0p90_err_low,btag_d_mistag_percent_at_0p90_err_high,btag_d_mistag_percent_at_0p90_passed,btag_d_mistag_percent_at_0p90_total,ctag_b_mistag_percent_at_0p50_err_low,ctag_b_mistag_percent_at_0p50_err_high,ctag_b_mistag_percent_at_0p50_passed,ctag_b_mistag_percent_at_0p50_total,ctag_d_mistag_percent_at_0p50_err_low,ctag_d_mistag_percent_at_0p50_err_high,ctag_d_mistag_percent_at_0p50_passed,ctag_d_mistag_percent_at_0p50_total,ctag_b_mistag_percent_at_0p80_err_low,ctag_b_mistag_percent_at_0p80_err_high,ctag_b_mistag_percent_at_0p80_passed,ctag_b_mistag_percent_at_0p80_total,ctag_d_mistag_percent_at_0p80_err_low,ctag_d_mistag_percent_at_0p80_err_high,ctag_d_mistag_percent_at_0p80_passed,ctag_d_mistag_percent_at_0p80_total,validation_accuracy,validation_auc,validation_loss,best_so_far,training_loss,validation_shutdown_warning,validation_dataset,validation_suffix,validation_sample_count,evaluation_type
runs/pbt/fixed_lr_continuation_20260917_lr_8_5e-6,19,19,0,,lr_8_5e-6,8.5e-06,validation_total_reference_mistag_geomean_percent,0.34618870257482837,min,0.8302499907323458,0.8302499907323458,0.46506588269956445,0.25769815040993804,0.34618870257482837,,0.13200000225585942,0.07000000085449219,2.5119999494042977,0.18999999768066408,0.39599999879150394,0.052000000507812505,2.303999955000001,0.9860000213641362,0.01527044818788576,0.01726512829428365,66,50000,0.010871397397403768,0.01286855745420266,35,50000,0.06904026666729839,0.07093974867765883,1256,50000,0.018504147852544686,0.02049650800534169,95,50000,0.02711189127868993,0.029096011596283465,198,50000,0.00924516668895976,0.011243046731358937,26,50000,0.06614789914430597,0.06805570098826971,1152,50000,0.04321790631041187,0.04517842709999605,493,50000,0.8934866666666667,0.9743985499666667,0.2799825260416667,0.344383310032962,0.2834157522636635,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val50k_tail,,proxy
runs/pbt/fixed_lr_continuation_20260917_lr_8_5e-6,20,20,0,,lr_8_5e-6,8.5e-06,validation_total_reference_mistag_geomean_percent,0.34489768553102296,min,0.8254999963747027,0.8254999963747027,0.4647628092215011,0.2559464981372121,0.34489768553102296,,0.12999999920654298,0.07000000085449219,2.4819999990531922,0.18999999768066408,0.39599999879150394,0.052000000507812505,2.297999953539277,0.9860000213641362,0.015147327248533623,0.01714208735333156,65,50000,0.010871397397403768,0.01286855745420266,35,50000,0.06863126472319535,0.0705319467095563,1241,50000,0.018504147852544686,0.02049650800534169,95,50000,0.02711189127868993,0.029096011596283465,198,50000,0.00924516668895976,0.011243046731358937,26,50000,0.06606242683791057,0.06797046867707442,1149,50000,0.04321790631041187,0.04517842709999605,493,50000,0.89346,0.9744007220666665,0.27998255208333334,0.344383310032962,0.28335463703671143,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val50k_tail,,proxy
runs/pbt/fixed_lr_continuation_20260917_lr_8_5e-6,21,21,0,,lr_8_5e-6,8.5e-06,validation_total_reference_mistag_geomean_percent,0.3452047009654667,min,0.8232499938249973,0.8232499938249973,0.46466165118162317,0.2564581890190859,0.3452047009654667,,0.13200000225585942,0.07000000085449219,2.4640000090234375,0.18999999768066408,0.39599999879150394,0.052000000507812505,2.295999920122073,0.9860000213641362,0.01527044818788576,0.01726512829428365,66,50000,0.010871397397403768,0.01286855745420266,35,50000,0.06838458427921267,0.07028598625117392,1232,50000,0.018504147852544686,0.02049650800534169,95,50000,0.02711189127868993,0.029096011596283465,198,50000,0.00924516668895976,0.011243046731358937,26,50000,0.06603390951380982,0.06794203135137324,1148,50000,0.04321790631041187,0.04517842709999605,493,50000,0.89348,0.9744074286999999,0.27992666666666666,0.344383310032962,0.2834032339986763,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val50k_tail,,proxy
runs/pbt/fixed_lr_continuation_20260917_lr_8_5e-6,22,22,0,,lr_8_5e-6,8.5e-06,validation_total_reference_mistag_geomean_percent,0.3475403245158672,min,0.8279999824738318,0.8279999824738318,0.46907839757312586,0.2574927299775405,0.3475403245158672,,0.13200000225585942,0.07000000085449219,2.5039999006591835,0.18999999768066408,0.3979999917407228,0.05400000131835941,2.2939999523950205,0.9820000128863527,0.01527044818788576,0.01726512829428365,66,50000,0.010871397397403768,0.01286855745420266,35,50000,0.06893145804228139,0.0708312600462415,1252,50000,0.018504147852544686,0.02049650800534169,95,50000,0.027182439332570398,0.029166479651764055,199,50000,0.0094384043456773,0.011436204389676428,27,50000,0.0660053788838294,0.06791358071979309,1147,50000,0.04312902022101297,0.045089701007397336,491,50000,0.8933933333333334,0.9744163892333334,0.2798798697916667,0.344383310032962,0.28284036016515274,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val50k_tail,,proxy
runs/pbt/fixed_lr_continuation_20260917_lr_8_5e-6,23,23,0,,lr_8_5e-6,8.5e-06,validation_total_reference_mistag_geomean_percent,0.346089364008585,min,0.8254999995728494,0.8254999995728494,0.46472896160564864,0.25773699892950885,0.346089364008585,,0.13399999640136728,0.07000000085449219,2.4760000071783446,0.18999999768066408,0.39599999879150394,0.052000000507812505,2.3019999801539615,0.9840000150146486,0.015392639991259324,0.01738724009925721,67,50000,0.010871397397403768,0.01286855745420266,35,50000,0.06854914526894657,0.07045006725050762,1238,50000,0.018504147852544686,0.02049650800534169,95,50000,0.02711189127868993,0.029096011596283465,198,50000,0.00924516668895976,0.011243046731358937,26,50000,0.0661194216362588,0.06802730347862211,1151,50000,0.043173486498462345,0.04513408728644679,492,50000,0.8935466666666667,0.9744250770333333,0.27985583333333336,0.344383310032962,0.28316385100025154,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val50k_tail,,proxy
runs/pbt/fixed_lr_continuation_20260917_lr_8_5e-6,24,24,0,,lr_8_5e-6,8.5e-06,validation_total_reference_mistag_geomean_percent,0.34763776074719493,min,0.8242499830152137,0.8242499830152137,0.46859006801259623,0.257905621452641,0.34763776074719493,,0.13599999800781254,0.07000000085449219,2.4719999404028337,0.1879999917382816,0.39599999879150394,0.05400000131835941,2.295999920122073,0.9820000128863527,0.015513923280260607,0.017508443389858443,68,50000,0.010871397397403768,0.01286855745420266,35,50000,0.06849433941545705,0.07039542139381794,1236,50000,0.018401668178712582,0.020394108329909573,94,50000,0.02711189127868993,0.029096011596283465,198,50000,0.0094384043456773,0.011436204389676428,27,50000,0.06603390951380982,0.06794203135137324,1148,50000,0.04312902022101297,0.045089701007397336,491,50000,0.8934933333333334,0.9744182121333332,0.2798979296875,0.344383310032962,0.28324335456234745,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val50k_tail,,proxy
runs/pbt/fixed_lr_continuation_20260917_lr_8_5e-6,25,25,0,,lr_8_5e-6,8.5e-06,validation_total_reference_mistag_geomean_percent,0.3480329953035022,min,0.8244999897882654,0.8244999897882654,0.46794278822891616,0.2588499467603135,0.3480329953035022,,0.13599999800781254,0.07000000085449219,2.4819999990531922,0.18999999768066408,0.39599999879150394,0.05400000131835941,2.287999931572268,0.9799999910278321,0.015513923280260607,0.017508443389858443,68,50000,0.010871397397403768,0.01286855745420266,35,50000,0.06863126472319535,0.0705319467095563,1241,50000,0.018504147852544686,0.02049650800534169,95,50000,0.02711189127868993,0.029096011596283465,198,50000,0.0094384043456773,0.011436204389676428,27,50000,0.06591970698851118,0.06782814881967497,1144,50000,0.04308450733752373,0.04504526812230802,490,50000,0.8935,0.9744323579333334,0.2798070703125,0.344383310032962,0.2829708394113322,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val50k_tail,,proxy
runs/pbt/fixed_lr_continuation_20260917_lr_8_5e-6,26,26,0,,lr_8_5e-6,8.5e-06,validation_total_reference_mistag_geomean_percent,0.3481977208768899,min,0.8252500084621242,0.8252500084621242,0.4683858518855571,0.2588499467603135,0.3481977208768899,,0.13599999800781254,0.07000000085449219,2.4819999990531922,0.18999999768066408,0.39599999879150394,0.05400000131835941,2.2920000591046157,0.9820000128863527,0.015513923280260607,0.017508443389858443,68,50000,0.010871397397403768,0.01286855745420266,35,50000,0.06863126472319535,0.0705319467095563,1241,50000,0.018504147852544686,0.02049650800534169,95,50000,0.02711189127868993,0.029096011596283465,198,50000,0.0094384043456773,0.011436204389676428,27,50000,0.06597683493097806,0.06788511676534201,1146,50000,0.04312902022101297,0.045089701007397336,491,50000,0.8935666666666666,0.9744497688,0.2797019661458333,0.344383310032962,0.28296972796335096,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val50k_tail,,proxy
runs/pbt/fixed_lr_continuation_20260917_lr_8_5e-6,27,27,0,,lr_8_5e-6,8.5e-06,validation_total_reference_mistag_geomean_percent,0.3478000836789812,min,0.8227499879876712,0.8227499879876712,0.4684532546019269,0.25822191866272237,0.3478000836789812,,0.13599999800781254,0.07000000085449219,2.4579999626814275,0.18999999768066408,0.39599999879150394,0.05400000131835941,2.297999953539277,0.9799999910278321,0.015513923280260607,0.017508443389858443,68,50000,0.010871397397403768,0.01286855745420266,35,50000,0.06830214197950449,0.07020378394666585,1229,50000,0.018504147852544686,0.02049650800534169,95,50000,0.02711189127868993,0.029096011596283465,198,50000,0.0094384043456773,0.011436204389676428,27,50000,0.06606242683791057,0.06797046867707442,1149,50000,0.04308450733752373,0.04504526812230802,490,50000,0.8934133333333333,0.9744451459666666,0.2797544921875,0.344383310032962,0.2829557385589825,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val50k_tail,,proxy
runs/pbt/fixed_lr_continuation_20260917_lr_8_5e-6,28,28,0,,lr_8_5e-6,8.5e-06,validation_total_reference_mistag_geomean_percent,0.34784038766234826,min,0.8227499787870607,0.8227499787870607,0.46818135466014865,0.25843176812737684,0.34784038766234826,,0.13599999800781254,0.07000000085449219,2.465999889185033,0.18999999768066408,0.39599999879150394,0.05400000131835941,2.287999931572268,0.9820000128863527,0.015513923280260607,0.017508443389858443,68,50000,0.010871397397403768,0.01286855745420266,35,50000,0.06841204102733013,0.07031336300089112,1233,50000,0.018504147852544686,0.02049650800534169,95,50000,0.02711189127868993,0.029096011596283465,198,50000,0.0094384043456773,0.011436204389676428,27,50000,0.06591970698851118,0.06782814881967497,1144,50000,0.04312902022101297,0.045089701007397336,491,50000,0.89354,0.9744521291333333,0.2797112109375,0.344383310032962,0.28268316992403836,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val50k_tail,,proxy
runs/pbt/fixed_lr_continuation_20260917_lr_8_5e-6,29,29,0,,lr_8_5e-6,8.5e-06,validation_total_reference_mistag_geomean_percent,0.34478762924973444,min,0.8202499803970343,0.8202499803970343,0.4672907167955664,0.25439946699317834,0.34478762924973444,,0.13200000225585942,0.06799999900390627,2.4559999160546906,0.18999999768066408,0.39599999879150394,0.05400000131835941,2.2939999523950205,0.9719999756762702,0.01527044818788576,0.01726512829428365,66,50000,0.010701894656100771,0.01269913471129969,34,50000,0.06827463714687912,0.07017635911244005,1228,50000,0.018504147852544686,0.02049650800534169,95,50000,0.02711189127868993,0.029096011596283465,198,50000,0.0094384043456773,0.011436204389676428,27,50000,0.0660053788838294,0.06791358071979309,1147,50000,0.04290598690721674,0.04486706768560139,486,50000,0.89354,0.9744540708000001,0.279700078125,0.344383310032962,0.2827352440779916,False,/data/suehara/part/march/datasets/20250711_ilc_nnqq_sgv_10m_3cat_parquet,val50k_tail,,proxy
